#Clients	Avg Throughput		Th Std Dev		Avg Response Time		Rt Std Dev	Misses
1		1198.17		82.1895792259		0.825				0.0633726435777	0.00
4		1954.09		135.22054411		2.038				0.144784104036	0.00
8		2060.18		159.415145562		3.874				0.30255973097	0.00
12		2235.21		184.663337063		5.36				0.431776602519	0.00
16		2367.89		199.426024795		6.823				0.573431614137	0.00
20		2473.52		179.89487464		8.077				0.59579360771	0.00
24		2463.71		192.644605809		9.626				0.731399917337	0.00
28		2513.93		242.119878905		11.254				1.20700564236	0.00
32		2474.99		224.236350289		12.92				1.18233064205	0.00
