Clients	Avg	Std Dev
2	0.0718364253086	0.00253446724643
8	0.324057007764	0.0276078807448
16	0.801133645036	0.0451899159413
24	1.42788478309	0.0682942728252
32	1.84752076462	0.18803249008
40	2.45026751691	0.290017919652
48	2.95053946898	0.155758366867
56	3.54935128106	0.266850779011
64	4.66693833279	0.118497360762
