#Clients	Avg Throughput		Th Std Dev		Avg Response Time		Rt Std Dev	Misses
1		816.8		45.7128116552		1.214				0.0691182561508	0.07
4		1679.21		95.5641808047		2.374				0.132786580128	0.18
8		1847.32		121.690733466		4.322				0.309424976516	0.27
12		1947.09		144.14543234		6.155				0.469993885996	0.27
16		2026.85		182.198996931		7.886				0.769556582282	0.36
20		2029.22		157.026464539		9.848				0.743959830828	0.44
24		2099.17		174.264117923		11.424				1.00627952516	0.27
28		2118.08		191.507085287		13.211				1.21114180003	0.31
32		2130.17		202.929988584		15.013				1.46383307258	0.36
