#Clients	Avg Throughput		Th Std Dev		Avg Response Time		Rt Std Dev	Misses
1		853.73		40.5459431762		1.161				0.0565530978246	0.07
4		1681.07		93.8782466081		2.371				0.141986238608	0.18
8		1820.43		123.602535554		4.338				0.29315705257	0.26
12		1916.64		164.897252746		6.252				0.560335613717	0.27
16		2064.22		173.362914116		7.818				0.711850688206	0.36
20		2075.74		181.046252705		9.626				0.869323742984	0.44
24		2112.74		172.046490269		11.226				0.897073453854	0.26
28		2171.05		168.195672174		12.888				1.05236631007	0.31
32		2148.35		206.444378415		14.886				1.59992445224	0.36
