#Clients	Avg Throughput		Th Std Dev		Avg Response Time		Rt Std Dev	Misses
1		839.39		43.6773573997		1.181				0.0621499854357	0.07
4		1721.04		89.4643151617		2.329				0.121729302095	0.18
8		1876.14		127.64450476		4.304				0.291956302824	0.27
12		1975.51		164.807763627		6.134				0.514742296867	0.27
16		2020.58		171.27499174		7.823				0.670878579898	0.35
20		2116.06		184.946327001		9.442				0.84199975428	0.44
24		2125.51		165.033304504		11.282				0.918876200184	0.27
28		2118.53		175.029793825		13.208				1.18962300606	0.31
32		2175.42		178.439661176		14.701				1.2421213223	0.36
