Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,66,0.006614,70247,66,0.008426,633750,0,594,0,0,
1,94,0.004953,100059,93,0.005789,893012,0,837,0,0,
2,124,0.003646,131971,124,0.004383,1190612,0,1116,0,0,
3,130,0.003544,138369,131,0.004081,1257844,0,1179,0,0,
4,129,0.003532,137317,129,0.004201,1238676,0,1161,0,0,
5,148,0.003142,157533,147,0.003644,1411508,0,1323,0,0,
6,145,0.003051,154334,146,0.003799,1401906,0,1314,0,0,
7,140,0.003195,149028,139,0.003948,1332556,2,1249,0,0,
8,127,0.003281,135190,128,0.004547,1229060,0,1152,0,0,
9,149,0.00302,158601,149,0.003669,1430712,0,1341,0,0,
10,169,0.002842,179874,168,0.003077,1613152,0,1512,0,0,
11,160,0.00289,170297,160,0.003316,1535319,1,1439,0,0,
12,156,0.002913,166050,156,0.00349,1496855,1,1403,0,0,
13,151,0.003053,160728,151,0.003544,1448885,1,1358,0,0,
14,151,0.003212,160709,152,0.00337,1458447,1,1367,0,0,
15,168,0.002769,178806,167,0.003181,1602483,1,1502,0,0,
16,156,0.00304,166052,156,0.003339,1497890,0,1404,0,0,
17,159,0.002805,169236,159,0.003474,1526670,0,1431,0,0,
18,176,0.002608,187321,176,0.003048,1689918,0,1584,0,0,
19,157,0.003112,167094,157,0.003239,1506437,1,1412,0,0,
20,161,0.002977,171370,161,0.003186,1545880,0,1449,0,0,
21,162,0.002898,172443,163,0.003258,1565126,0,1467,0,0,
22,160,0.002947,170306,159,0.003278,1526706,0,1431,0,0,
23,166,0.002876,176696,166,0.003159,1593914,0,1494,0,0,
24,154,0.002957,163908,155,0.003487,1488248,0,1395,0,0,
25,156,0.002768,166039,155,0.003571,1488308,0,1395,0,0,
26,146,0.003164,155390,146,0.003752,1401846,0,1314,0,0,
27,162,0.002689,172439,163,0.003437,1563068,2,1465,0,0,
28,158,0.002876,168187,158,0.003444,1517082,0,1422,0,0,
29,168,0.002604,178815,167,0.003337,1602511,1,1502,0,0,
