Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,72,0.006073,76634,71,0.007872,681764,0,639,0,0,
1,95,0.00472,101121,95,0.005798,912214,0,855,0,0,
2,118,0.004001,125586,118,0.00445,1133000,0,1062,0,0,
3,137,0.003345,145820,137,0.003931,1315462,0,1233,0,0,
4,125,0.003512,133061,125,0.004478,1200262,0,1125,0,0,
5,148,0.002988,157531,149,0.003726,1430712,0,1341,0,0,
6,135,0.003359,143691,134,0.004052,1286674,0,1206,0,0,
7,145,0.003171,154349,145,0.003711,1392280,0,1305,0,0,
8,125,0.003465,133060,125,0.004504,1200254,0,1125,0,0,
9,162,0.002723,172438,163,0.003401,1565158,0,1467,0,0,
10,150,0.003131,159655,149,0.00354,1430696,0,1341,0,0,
11,161,0.002974,171358,161,0.00321,1544921,1,1448,0,0,
12,147,0.003017,156469,148,0.003736,1421100,0,1332,0,0,
13,153,0.00296,162859,153,0.003557,1467022,2,1375,0,0,
14,156,0.002923,166031,155,0.003481,1487263,1,1394,0,0,
15,164,0.002828,174554,165,0.003221,1583261,1,1484,0,0,
16,169,0.002615,179883,169,0.003289,1622730,0,1521,0,0,
17,163,0.002667,173494,162,0.003474,1555474,0,1458,0,0,
18,165,0.002894,175612,165,0.003064,1584300,0,1485,0,0,
19,160,0.002832,170289,160,0.00347,1536306,0,1440,0,0,
20,169,0.002752,179885,169,0.003152,1622678,0,1521,0,0,
21,166,0.002759,176702,166,0.003241,1593944,0,1494,0,0,
22,172,0.002645,183076,172,0.003136,1651526,0,1548,0,0,
23,160,0.003,170311,160,0.003255,1536292,0,1440,0,0,
24,154,0.002996,163905,154,0.003482,1478650,0,1386,0,0,
25,167,0.002729,177747,168,0.003224,1613126,0,1512,0,0,
26,160,0.003178,170294,159,0.003055,1526694,0,1431,0,0,
27,155,0.002947,164990,156,0.003475,1497942,0,1404,0,0,
28,162,0.002693,172440,162,0.003463,1555500,0,1458,0,0,
29,162,0.002771,172431,161,0.00338,1545952,0,1449,0,0,
30,167,0.002651,177743,167,0.003335,1603542,0,1503,0,0,
31,159,0.002889,169237,159,0.003372,1526740,0,1431,0,0,
32,160,0.002817,170305,160,0.003412,1536320,0,1440,0,0,
33,162,0.002731,172436,163,0.003399,1565130,0,1467,0,0,
34,159,0.002854,169243,159,0.003397,1526728,0,1431,0,0,
35,172,0.002858,183070,172,0.002936,1651538,0,1548,0,0,
36,168,0.00278,178826,167,0.003183,1602441,1,1502,0,0,
37,172,0.002497,183075,172,0.003296,1650503,1,1547,0,0,
38,164,0.00261,174573,165,0.003425,1584310,0,1485,0,0,
39,163,0.002808,173491,162,0.003336,1555494,0,1458,0,0,
40,162,0.002789,172427,162,0.003347,1554463,1,1457,0,0,
41,181,0.002487,192656,181,0.003029,1734813,3,1626,0,0,
42,175,0.002695,186262,176,0.002975,1689904,0,1584,0,0,
43,169,0.002694,179876,168,0.003215,1613098,0,1512,0,0,
44,162,0.002715,172431,162,0.003398,1554423,1,1457,0,0,
45,161,0.002855,171353,162,0.003349,1555556,0,1458,0,0,
46,161,0.002987,171378,160,0.003219,1536322,0,1440,0,0,
47,158,0.002766,168171,159,0.003519,1526732,0,1431,0,0,
48,165,0.002846,175626,165,0.003195,1584378,0,1485,0,0,
49,162,0.002914,172436,161,0.003241,1545922,0,1449,0,0,
50,158,0.002605,168179,158,0.003627,1516099,1,1421,0,0,
51,160,0.002798,170290,160,0.003532,1535259,1,1439,0,0,
52,162,0.002767,172422,163,0.00335,1564089,1,1466,0,0,
53,166,0.002875,176688,165,0.003164,1584352,0,1485,0,0,
54,160,0.002735,170302,161,0.003473,1545932,0,1449,0,0,
55,157,0.002974,167116,157,0.00337,1506515,1,1412,0,0,
56,155,0.002995,164982,154,0.003463,1478728,0,1386,0,0,
57,168,0.002793,178811,168,0.003147,1613150,0,1512,0,0,
58,164,0.00279,174557,164,0.003278,1573645,1,1475,0,0,
59,165,0.00263,175618,166,0.0034,1593938,0,1494,0,0,
60,148,0.003012,157521,148,0.003725,1421064,0,1332,0,0,
61,167,0.002656,177758,166,0.003332,1593902,0,1494,0,0,
62,165,0.002691,175615,165,0.00332,1584336,0,1485,0,0,
63,162,0.003002,172427,162,0.003158,1554433,1,1457,0,0,
64,156,0.002961,166038,157,0.00342,1503316,4,1409,0,0,
65,172,0.002646,183083,172,0.003144,1649420,2,1546,0,0,
66,167,0.002658,177749,167,0.003311,1603516,0,1503,0,0,
67,164,0.002686,174563,164,0.003384,1571637,3,1473,0,0,
68,165,0.002626,175630,164,0.003427,1573657,1,1475,0,0,
69,155,0.002964,164985,155,0.003473,1486222,2,1393,0,0,
70,163,0.002788,173500,163,0.003325,1565166,0,1467,0,0,
71,169,0.002709,179873,169,0.003187,1622748,0,1521,0,0,
72,159,0.002841,169245,160,0.003381,1534300,2,1438,0,0,
73,159,0.00301,169231,159,0.003245,1525733,1,1430,0,0,
74,161,0.002861,171379,160,0.003371,1535239,1,1439,0,0,
75,164,0.002858,174548,165,0.003196,1584312,0,1485,0,0,
76,160,0.002887,170308,159,0.003375,1526742,0,1431,0,0,
77,165,0.002749,175630,166,0.003261,1592855,1,1493,0,0,
78,164,0.002873,174560,163,0.0032,1563046,2,1465,0,0,
79,163,0.002745,173495,163,0.003397,1565058,0,1467,0,0,
80,0,0,0,1,0.001771,9604,0,9,0,0,
,161.169014084507,,,161.183098591549,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.4,0.01,,,,,,,,,,
1.5,0.02,,,12642,12642,,12886,12885,,14996,14996
1.6,0.17,,,12349,12349,,13308,13308,,14672,14672
1.7,0.82,,,24991,24991,,26194,26193,,29668,29668
1.8,2.58,,,,,,,,,,
1.9,5.85,,,16535,16535,,,,,,
2,10.56,,,17048,17048,,,,,,
2.1,16.51,,,33583,33583,,,,,,
2.2,22.96,,,,,,,,,,
2.3,30.21,,,,,,,,,,
2.4,36.89,,,,,,,,,,
2.5,43.02,,,,,,,,,,
2.6,48.73,,,,,,,,,,
2.7,53.54,,,,,,,,,,
2.8,57.7,,,,,,,,,,
2.9,61.09,,,,,,,,,,
3,64.19,,,,,,,,,,
3.1,66.35,,,,,,,,,,
3.2,68.33,,,,,,,,,,
3.3,69.99,,,,,,,,,,
3.4,71.39,,,,,,,,,,
3.5,72.46,,,,,,,,,,
3.6,73.41,,,,,,,,,,
3.7,74.24,,,,,,,,,,
3.8,74.9,,,,,,,,,,
3.9,75.41,,,,,,,,,,
4,75.93,,,,,,,,,,
4.1,76.49,,,,,,,,,,
4.2,76.95,,,,,,,,,,
4.3,77.35,,,,,,,,,,
4.4,77.84,,,,,,,,,,
4.5,78.21,,,,,,,,,,
4.6,78.67,,,,,,,,,,
4.7,79.25,,,,,,,,,,
4.8,80,,,,,,,,,,
4.9,80.78,,,,,,,,,,
