Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,61,0.007603,64929,61,0.008676,390692,0,366,0,0
1,101,0.004863,107511,100,0.005088,640486,0,600,0,0
2,124,0.003838,131982,124,0.004189,794180,0,744,0,0
3,127,0.003532,135183,128,0.004303,819794,0,768,0,0
4,140,0.003681,149021,139,0.003486,890218,0,834,0,0
5,145,0.003337,154340,145,0.00355,928672,0,870,0,0
6,145,0.003032,154335,146,0.003807,935106,0,876,0,0
7,158,0.002743,168184,158,0.003545,1011936,0,948,0,0
8,163,0.002994,173489,162,0.003163,1037578,0,972,0,0
9,164,0.002912,174557,165,0.003136,1056758,0,990,0,0
10,167,0.002747,177750,166,0.00324,1063192,0,996,0,0
11,169,0.002612,179882,170,0.003276,1088808,0,1020,0,0
12,164,0.002841,174549,164,0.003234,1050374,0,984,0,0
13,165,0.002858,175631,164,0.003204,1049325,1,983,0,0
14,165,0.002946,175623,165,0.00311,1056796,0,990,0,0
15,161,0.002912,171371,161,0.003274,1031158,0,966,0,0
16,153,0.003151,162850,153,0.003354,977794,2,916,0,0
17,148,0.00327,157535,148,0.003482,947912,0,888,0,0
18,161,0.002978,171376,162,0.003188,1036481,1,971,0,0
19,170,0.002741,180942,169,0.00313,1082378,0,1014,0,0
20,164,0.002982,174568,165,0.003088,1055665,1,989,0,0
21,171,0.002725,182010,170,0.003104,1088796,0,1020,0,0
22,173,0.00272,184126,174,0.003041,1114384,0,1044,0,0
23,161,0.00296,171359,160,0.003255,1024728,0,960,0,0
24,162,0.002781,172441,162,0.003348,1037546,0,972,0,0
25,161,0.003094,171369,162,0.003068,1037514,0,972,0,0
26,174,0.002802,185218,173,0.002976,1107968,0,1038,0,0
27,171,0.00263,182008,172,0.003159,1101608,0,1032,0,0
28,158,0.00303,168175,157,0.003323,1005558,0,942,0,0
29,167,0.002738,177755,167,0.003237,1069570,0,1002,0,0
30,164,0.002877,174552,165,0.003176,1055747,1,989,0,0
31,163,0.003013,173493,162,0.003135,1037524,0,972,0,0
32,162,0.003083,172424,163,0.003038,1043928,0,978,0,0
33,159,0.003123,169235,158,0.003172,1011934,0,948,0,0
34,164,0.002833,174549,164,0.003231,1050366,0,984,0,0
35,162,0.002879,172424,162,0.003281,1037570,0,972,0,0
36,170,0.002833,180956,170,0.003034,1088808,0,1020,0,0
37,168,0.002722,178821,168,0.003223,1075978,0,1008,0,0
38,165,0.002842,175615,165,0.003189,1056816,0,990,0,0
39,170,0.002616,180935,170,0.003256,1088804,0,1020,0,0
40,149,0.002966,158604,149,0.00373,954300,0,894,0,0
41,149,0.003308,158584,150,0.003359,960712,0,900,0,0
42,173,0.002738,184139,173,0.003025,1108008,0,1038,0,0
43,173,0.002725,184142,173,0.003024,1108002,0,1038,0,0
44,177,0.002765,188394,177,0.002868,1133638,0,1062,0,0
45,173,0.002613,184132,173,0.003139,1108038,0,1038,0,0
46,161,0.003148,171352,160,0.003077,1024748,0,960,0,0
47,165,0.002933,175627,165,0.003095,1056744,0,990,0,0
48,174,0.002708,185200,174,0.003031,1114410,0,1044,0,0
49,168,0.002816,178821,169,0.003097,1081357,1,1013,0,0
50,166,0.002737,176678,166,0.003228,1063172,0,996,0,0
51,155,0.003123,164988,154,0.003342,986296,0,924,0,0
52,157,0.003023,167105,157,0.003349,1005520,0,942,0,0
53,160,0.002934,170300,160,0.003301,1023699,1,959,0,0
54,164,0.002709,174570,164,0.003363,1050374,0,984,0,0
55,163,0.002896,173497,164,0.003196,1049325,1,983,0,0
56,171,0.002632,181996,170,0.003211,1088770,0,1020,0,0
57,159,0.002795,169240,160,0.00346,1024718,0,960,0,0
58,160,0.003124,170304,159,0.003145,1018318,0,954,0,0
59,172,0.002805,183070,172,0.002949,1101592,0,1032,0,0
60,147,0.003023,156462,147,0.0038,941476,0,882,0,0
61,164,0.002903,174564,165,0.003138,1056770,0,990,0,0
62,165,0.002907,175623,165,0.00315,1056808,0,990,0,0
63,173,0.00266,184149,172,0.003124,1101590,0,1032,0,0
64,167,0.002691,177757,167,0.003275,1069628,0,1002,0,0
65,181,0.002602,192643,181,0.002875,1159250,0,1086,0,0
66,171,0.002799,182008,171,0.00307,1095194,0,1026,0,0
67,162,0.002939,172444,163,0.003161,1042937,1,977,0,0
68,165,0.003034,175604,165,0.003032,1056772,0,990,0,0
69,166,0.002851,176682,165,0.003177,1055719,1,989,0,0
70,170,0.002807,180952,170,0.003025,1087709,1,1019,0,0
71,161,0.002832,171376,161,0.003384,1031156,0,966,0,0
72,172,0.002832,183095,173,0.002867,1108022,0,1038,0,0
73,165,0.003085,175631,164,0.003071,1050404,0,984,0,0
74,170,0.002887,180948,170,0.002986,1088846,0,1020,0,0
75,169,0.002841,179881,170,0.003006,1088796,0,1020,0,0
76,165,0.002891,175632,164,0.003181,1050374,0,984,0,0
77,167,0.003034,177758,167,0.002947,1069546,0,1002,0,0
78,164,0.002776,174565,164,0.003279,1050366,0,984,0,0
79,172,0.002837,183081,173,0.002963,1107994,0,1038,0,0
80,1,0.001505,1065,0,0,0,0,0,0,0
,164.281690140845,,,164.295774647887,,,,,,
Full-Test GET Latency,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,
1.4,0.02,,,,,,,,,
1.5,0.43,,,12886,12885,,,,,
1.6,1.51,,,,,,,,,
1.7,4.32,,,,,,,,,
1.8,9.3,,,,,,,,,
1.9,15.1,,,,,,,,,
2,21.85,,,,,,,,,
2.1,28.72,,,,,,,,,
2.2,35.6,,,,,,,,,
2.3,42.17,,,,,,,,,
2.4,47.68,,,,,,,,,
2.5,52.62,,,,,,,,,
2.6,56.69,,,,,,,,,
2.7,60.26,,,,,,,,,
2.8,63.21,,,,,,,,,
2.9,65.49,,,,,,,,,
3,67.36,,,,,,,,,
3.1,68.99,,,,,,,,,
3.2,70.43,,,,,,,,,
3.3,71.56,,,,,,,,,
3.4,72.58,,,,,,,,,
3.5,73.5,,,,,,,,,
3.6,74.19,,,,,,,,,
3.7,74.99,,,,,,,,,
3.8,75.59,,,,,,,,,
3.9,76.05,,,,,,,,,
4,76.62,,,,,,,,,
4.1,77.11,,,,,,,,,
4.2,77.57,,,,,,,,,
4.3,77.99,,,,,,,,,
4.4,78.46,,,,,,,,,
4.5,79.08,,,,,,,,,
4.6,79.74,,,,,,,,,
4.7,80.46,,,,,,,,,
4.8,81.33,,,,,,,,,
4.9,82.14,,,,,,,,,
5,83.06,,,,,,,,,
5.1,84.24,,,,,,,,,
5.2,85.3,,,,,,,,,
5.3,86.36,,,,,,,,,
5.4,87.47,,,,,,,,,
5.5,88.57,,,,,,,,,
5.6,89.65,,,,,,,,,
5.7,90.72,,,,,,,,,
5.8,91.32,,,,,,,,,
5.9,92.11,,,,,,,,,
6,92.82,,,,,,,,,
6.1,93.5,,,,,,,,,
6.2,94.06,,,,,,,,,
6.3,94.58,,,,,,,,,
6.4,95.03,,,,,,,,,
6.5,95.46,,,,,,,,,
6.6,95.69,,,,,,,,,
6.7,95.96,,,,,,,,,
6.8,96.29,,,,,,,,,
6.9,96.51,,,,,,,,,
7,96.76,,,,,,,,,
7.1,96.87,,,,,,,,,
7.2,97.03,,,,,,,,,
7.3,97.21,,,,,,,,,
7.4,97.35,,,,,,,,,
7.5,97.5,,,,,,,,,
7.6,97.65,,,,,,,,,
7.7,97.69,,,,,,,,,
7.8,97.79,,,,,,,,,
7.9,97.89,,,,,,,,,
8,97.97,,,,,,,,,
8.1,98.02,,,,,,,,,
8.2,98.16,,,,,,,,,
8.3,98.25,,,,,,,,,
8.4,98.28,,,,,,,,,
8.5,98.33,,,,,,,,,
8.6,98.39,,,,,,,,,
8.7,98.46,,,,,,,,,
8.8,98.51,,,,,,,,,
8.9,98.54,,,,,,,,,
9,98.6,,,,,,,,,
9.1,98.63,,,,,,,,,
9.2,98.69,,,,,,,,,
9.3,98.73,,,,,,,,,
9.4,98.8,,,,,,,,,
9.5,98.81,,,,,,,,,
9.6,98.87,,,,,,,,,
9.7,98.88,,,,,,,,,
9.8,98.92,,,,,,,,,
9.9,98.97,,,,,,,,,
10,99.08,,,,,,,,,
11,99.29,,,,,,,,,
12,99.49,,,,,,,,,
13,99.58,,,,,,,,,
14,99.7,,,,,,,,,
15,99.77,,,,,,,,,
16,99.82,,,,,,,,,
17,99.85,,,,,,,,,
18,99.87,,,,,,,,,
19,99.89,,,,,,,,,
20,99.91,,,,,,,,,
22,99.92,,,,,,,,,
23,99.93,,,,,,,,,
25,99.95,,,,,,,,,
27,99.97,,,,,,,,,
28,99.98,,,,,,,,,
35,99.99,,,,,,,,,
71,100,,,,,,,,,
,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,
1.2,0.09,,,,,,,,,
1.3,0.82,,,,,,,,,
1.4,2.82,,,,,,,,,
1.5,6.62,,,,,,,,,
1.6,12.18,,,,,,,,,
1.7,19.89,,,,,,,,,
1.8,27.81,,,,,,,,,
1.9,35.56,,,,,,,,,
2,42.44,,,,,,,,,
2.1,48.8,,,,,,,,,
2.2,53.79,,,,,,,,,
2.3,57.77,,,,,,,,,
2.4,61.15,,,,,,,,,
2.5,64.12,,,,,,,,,
2.6,66.39,,,,,,,,,
2.7,68.3,,,,,,,,,
2.8,70.01,,,,,,,,,
2.9,71.43,,,,,,,,,
3,72.4,,,,,,,,,
3.1,73.41,,,,,,,,,
3.2,74.27,,,,,,,,,
3.3,74.97,,,,,,,,,
3.4,75.69,,,,,,,,,
3.5,76.22,,,,,,,,,
3.6,76.6,,,,,,,,,
3.7,77.11,,,,,,,,,
3.8,77.46,,,,,,,,,
3.9,77.83,,,,,,,,,
4,78.12,,,,,,,,,
4.1,78.58,,,,,,,,,
4.2,79.16,,,,,,,,,
4.3,79.77,,,,,,,,,
4.4,80.47,,,,,,,,,
4.5,81.34,,,,,,,,,
4.6,82.25,,,,,,,,,
4.7,83.26,,,,,,,,,
4.8,84.48,,,,,,,,,
4.9,85.67,,,,,,,,,
5,86.75,,,,,,,,,
5.1,87.99,,,,,,,,,
5.2,89.06,,,,,,,,,
5.3,90.14,,,,,,,,,
5.4,91.23,,,,,,,,,
5.5,92.08,,,,,,,,,
5.6,92.79,,,,,,,,,
5.7,93.4,,,,,,,,,
5.8,93.95,,,,,,,,,
5.9,94.41,,,,,,,,,
6,94.8,,,,,,,,,
6.1,95.3,,,,,,,,,
6.2,95.57,,,,,,,,,
6.3,95.82,,,,,,,,,
6.4,96.07,,,,,,,,,
6.5,96.36,,,,,,,,,
6.6,96.48,,,,,,,,,
6.7,96.68,,,,,,,,,
6.8,96.89,,,,,,,,,
6.9,97.06,,,,,,,,,
7,97.16,,,,,,,,,
7.1,97.26,,,,,,,,,
7.2,97.4,,,,,,,,,
7.3,97.52,,,,,,,,,
7.4,97.66,,,,,,,,,
7.5,97.75,,,,,,,,,
7.6,97.87,,,,,,,,,
7.7,97.94,,,,,,,,,
7.8,98.02,,,,,,,,,
7.9,98.11,,,,,,,,,
8,98.18,,,,,,,,,
8.1,98.27,,,,,,,,,
8.2,98.32,,,,,,,,,
8.3,98.38,,,,,,,,,
8.4,98.42,,,,,,,,,
8.5,98.49,,,,,,,,,
8.6,98.56,,,,,,,,,
8.7,98.62,,,,,,,,,
8.8,98.68,,,,,,,,,
8.9,98.74,,,,,,,,,
9,98.76,,,,,,,,,
9.1,98.8,,,,,,,,,
9.2,98.84,,,,,,,,,
9.3,98.88,,,,,,,,,
9.4,98.94,,,,,,,,,
9.5,98.98,,,,,,,,,
9.6,99.01,,,,,,,,,
9.7,99.06,,,,,,,,,
9.8,99.08,,,,,,,,,
