Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,68,0.005361,72375,67,0.009327,643354,0,603,0,0,
1,100,0.004568,106444,100,0.005434,960228,0,900,0,0,
2,134,0.003531,142616,135,0.00391,1296236,0,1215,0,0,
3,101,0.00395,107500,101,0.005602,969782,0,909,0,0,
4,121,0.004703,128803,120,0.003839,1152252,0,1080,0,0,
5,111,0.003918,118152,111,0.005032,1065822,0,999,0,0,
6,131,0.003719,139433,131,0.003863,1257878,0,1179,0,0,
7,149,0.003522,158603,149,0.003208,1430716,0,1341,0,0,
8,156,0.003249,166058,156,0.00314,1497900,0,1404,0,0,
9,154,0.003178,163927,155,0.00326,1488320,0,1395,0,0,
10,139,0.003275,147942,139,0.003905,1334686,0,1251,0,0,
11,161,0.002633,171364,161,0.003544,1544897,1,1448,0,0,
12,168,0.003059,178817,167,0.002891,1603582,0,1503,0,0,
13,153,0.003171,162855,154,0.003314,1477649,1,1385,0,0,
14,162,0.002978,172426,162,0.003176,1555564,0,1458,0,0,
15,160,0.003084,170297,159,0.00316,1525631,1,1430,0,0,
16,139,0.003463,147945,139,0.003718,1334672,0,1251,0,0,
17,160,0.002907,170304,160,0.003318,1536294,0,1440,0,0,
18,162,0.00308,172416,162,0.003052,1555478,0,1458,0,0,
19,144,0.003231,153263,144,0.003705,1382692,0,1296,0,0,
20,118,0.004581,125601,118,0.003833,1133020,0,1062,0,0,
21,151,0.003475,160722,151,0.003167,1449840,0,1359,0,0,
22,104,0.003912,110704,105,0.005543,1008184,0,945,0,0,
23,144,0.003016,153275,144,0.00395,1382706,0,1296,0,0,
24,134,0.003693,142630,133,0.003749,1277054,0,1197,0,0,
25,105,0.003794,111768,105,0.005741,1008192,0,945,0,0,
26,153,0.003007,162841,154,0.003469,1478638,0,1386,0,0,
27,162,0.002968,172429,161,0.003216,1545920,0,1449,0,0,
28,140,0.003425,149003,140,0.003688,1344264,0,1260,0,0,
29,138,0.003798,146894,139,0.00342,1334708,0,1251,0,0,
30,169,0.002739,179894,169,0.003153,1622704,0,1521,0,0,
31,107,0.003898,113887,107,0.005391,1027432,0,963,0,0,
32,157,0.003265,167105,156,0.00311,1497934,0,1404,0,0,
33,131,0.004286,139430,132,0.00332,1267476,0,1188,0,0,
34,127,0.003114,135177,126,0.003097,1209864,0,1134,0,0,
35,140,0.003272,149014,141,0.005299,1353882,0,1269,0,0,
36,136,0.003209,144761,136,0.00413,1305876,0,1224,0,0,
37,134,0.003829,142638,134,0.003627,1286666,0,1206,0,0,
38,126,0.004596,134108,126,0.003261,1209858,0,1134,0,0,
39,157,0.003201,167111,157,0.00314,1507496,0,1413,0,0,
40,163,0.002952,173503,163,0.00321,1565118,0,1467,0,0,
41,178,0.002835,189462,178,0.002762,1709156,0,1602,0,0,
42,130,0.002861,138381,129,0.004535,1238606,0,1161,0,0,
43,143,0.003114,152203,144,0.004097,1382684,0,1296,0,0,
44,143,0.00371,152207,142,0.003258,1362423,1,1277,0,0,
45,144,0.003738,153272,144,0.003204,1381661,1,1295,0,0,
46,139,0.002997,147942,139,0.004188,1334642,0,1251,0,0,
47,145,0.00368,154339,146,0.00315,1401842,0,1314,0,0,
48,157,0.00294,167109,156,0.003433,1497896,0,1404,0,0,
49,142,0.003616,151137,142,0.003434,1362393,1,1277,0,0,
50,136,0.003689,144742,136,0.003633,1305888,0,1224,0,0,
51,152,0.002995,161802,153,0.003509,1469104,0,1377,0,0,
52,111,0.005099,118133,110,0.003971,1056228,0,990,0,0,
53,157,0.00314,167114,158,0.003189,1517180,0,1422,0,0,
54,159,0.003058,169242,159,0.003182,1526716,0,1431,0,0,
55,146,0.003242,155408,145,0.003447,1392304,0,1305,0,0,
56,148,0.003189,157530,149,0.003688,1430718,0,1341,0,0,
57,165,0.002887,175615,164,0.003194,1574726,0,1476,0,0,
58,129,0.003279,137302,130,0.004416,1248276,0,1170,0,0,
59,149,0.003146,158594,149,0.003543,1430720,0,1341,0,0,
60,155,0.0031,164975,154,0.003351,1478716,0,1386,0,0,
61,137,0.003317,145828,138,0.003938,1324067,1,1241,0,0,
62,142,0.003349,151152,142,0.003653,1363502,0,1278,0,0,
63,118,0.003296,125586,118,0.005146,1133036,0,1062,0,0,
64,137,0.003599,145826,136,0.003726,1305872,0,1224,0,0,
65,138,0.003346,146868,138,0.003875,1325078,0,1242,0,0,
66,144,0.003644,153277,144,0.003239,1382680,0,1296,0,0,
67,125,0.004159,133039,126,0.003801,1209832,0,1134,0,0,
68,132,0.003854,140503,131,0.003732,1257856,0,1179,0,0,
69,139,0.003066,147947,140,0.003912,1344256,0,1260,0,0,
70,131,0.003332,139426,131,0.004467,1255752,2,1177,0,0,
71,151,0.003257,160719,150,0.003364,1439207,1,1349,0,0,
72,138,0.003159,146887,139,0.004028,1334686,0,1251,0,0,
73,164,0.00297,174563,164,0.003102,1574724,0,1476,0,0,
74,162,0.002955,172428,162,0.003186,1555512,0,1458,0,0,
75,146,0.003314,155405,145,0.003533,1391297,1,1304,0,0,
76,135,0.003852,143699,136,0.003512,1305860,0,1224,0,0,
77,151,0.003289,160722,151,0.003309,1447802,2,1357,0,0,
78,154,0.002912,163923,153,0.003578,1469130,0,1377,0,0,
79,153,0.003558,162847,154,0.002904,1478732,0,1386,0,0,
80,1,0.008325,1064,0,0,0,0,0,0,0,
,143.338028169014,,,143.338028169014,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
0.89,0.01,,,11295,11294,,,,,,
0.95,0.02,,,,,,,,,,
0.97,0.03,,,,,,,,,,
0.99,0.04,,,,,,,,,,
1,0.07,,,,,,,,,,
1.1,0.49,,,,,,,,,,
1.2,1.44,,,,,,,,,,
1.3,3.48,,,,,,,,,,
1.4,6.93,,,,,,,,,,
1.5,11.8,,,,,,,,,,
1.6,18.11,,,,,,,,,,
1.7,24.57,,,,,,,,,,
1.8,30.37,,,,,,,,,,
1.9,35.63,,,,,,,,,,
2,40.8,,,,,,,,,,
2.1,45.09,,,,,,,,,,
2.2,48.65,,,11295,11294,,11564,11564,,15249,15248
2.3,51.88,,,10940,10939,,11343,11342,,14504,14503
2.4,54.47,,,22235,22233,,22907,22906,,29753,
2.5,56.58,,,22139,22138,,22466,22464,,28165,28163
2.6,58.34,,,22420,22418,,23372,23371,,28121,28121
2.7,60.01,,,22264.6666666667,22263,,22915,22913.6666666667,,28679.6666666667,28142
2.8,61.52,,,,,,,,,,
2.9,62.54,,,,,,,,,,
3,63.53,,,,,,,,,,
