Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,62,0.009275,65992,61,0.006928,585736,0,549,0,0,
1,89,0.005932,94736,90,0.005223,864210,0,810,0,0,
2,89,0.005953,94721,89,0.005256,854540,0,801,0,0,
3,97,0.004541,103241,96,0.0058,921800,0,864,0,0,
4,129,0.003775,137306,130,0.003898,1248250,0,1170,0,0,
5,162,0.003037,172444,162,0.003142,1555532,0,1458,0,0,
6,128,0.003606,136243,128,0.004187,1229074,0,1152,0,0,
7,100,0.005909,106437,99,0.004059,950598,0,891,0,0,
8,136,0.003418,144776,137,0.003643,1315468,0,1233,0,0,
9,104,0.004686,110698,103,0.005181,989002,0,927,0,0,
10,151,0.003246,160733,151,0.003454,1449914,0,1359,0,0,
11,157,0.002871,167104,158,0.003426,1517136,0,1422,0,0,
12,145,0.003148,154333,145,0.003745,1391267,1,1304,0,0,
13,159,0.002823,169235,159,0.003455,1526754,0,1431,0,0,
14,152,0.003504,161793,152,0.003059,1458463,1,1367,0,0,
15,135,0.003006,143687,135,0.004374,1296278,0,1215,0,0,
16,144,0.003064,153268,143,0.003032,1373096,0,1287,0,0,
17,153,0.00339,162844,153,0.003911,1468027,1,1376,0,0,
18,156,0.002992,166050,156,0.003399,1497886,0,1404,0,0,
19,152,0.003091,161777,152,0.003454,1459460,0,1368,0,0,
20,136,0.003793,144744,136,0.003545,1305852,0,1224,0,0,
21,152,0.003254,161784,152,0.003273,1459502,0,1368,0,0,
22,135,0.003721,143693,135,0.003697,1296204,0,1215,0,0,
23,149,0.003215,158605,149,0.003459,1430694,0,1341,0,0,
24,102,0.00549,108566,102,0.004325,979408,0,918,0,0,
25,173,0.002566,184144,174,0.003164,1670730,0,1566,0,0,
26,159,0.002997,169236,158,0.003145,1517066,0,1422,0,0,
27,148,0.002925,157529,148,0.003936,1421074,0,1332,0,0,
28,144,0.003665,153264,145,0.003267,1392266,0,1305,0,0,
29,145,0.003379,154333,145,0.003472,1392290,0,1305,0,0,
30,152,0.003296,161797,151,0.003307,1449910,0,1359,0,0,
31,121,0.00456,128797,122,0.003227,1171424,0,1098,0,0,
32,170,0.002933,180945,170,0.003233,1632378,0,1530,0,0,
33,132,0.003544,140489,132,0.004005,1267462,0,1188,0,0,
34,138,0.003802,146882,137,0.003057,1315512,0,1233,0,0,
35,96,0.003072,102183,96,0.007789,921782,0,864,0,0,
36,163,0.00293,173499,164,0.003216,1574734,0,1476,0,0,
37,161,0.002843,171375,161,0.003327,1545908,0,1449,0,0,
38,135,0.002564,143693,135,0.00483,1296288,0,1215,0,0,
39,108,0.004738,114948,108,0.004525,1037006,0,972,0,0,
40,132,0.004271,140505,131,0.003275,1257846,0,1179,0,0,
41,115,0.005518,122412,115,0.003182,1104226,0,1035,0,0,
42,163,0.003138,173498,163,0.002988,1565142,0,1467,0,0,
43,157,0.003132,167116,157,0.003202,1507454,0,1413,0,0,
44,161,0.002857,171366,161,0.003325,1545918,0,1449,0,0,
45,154,0.003301,163915,155,0.003169,1487247,1,1394,0,0,
46,136,0.003361,144758,135,0.003998,1295235,1,1214,0,0,
47,138,0.003721,146869,138,0.003509,1325054,0,1242,0,0,
48,122,0.003839,129865,123,0.004262,1180980,0,1107,0,0,
49,147,0.003022,156464,146,0.003808,1401884,0,1314,0,0,
50,172,0.002669,183067,172,0.003124,1651506,0,1548,0,0,
51,175,0.002718,186259,176,0.002941,1689970,0,1584,0,0,
52,154,0.002976,163918,153,0.003543,1469110,0,1377,0,0,
53,158,0.003393,168177,159,0.002899,1526768,0,1431,0,0,
54,173,0.002811,184138,172,0.002963,1651556,0,1548,0,0,
55,170,0.00285,180954,170,0.002998,1632346,0,1530,0,0,
