Clients	Avg	Std Dev
2	0.0257463210233	0.00442711973461
8	0.16977748145	0.00222032790046
16	0.371563291297	0.0332798361984
24	1.01863267579	0.0113918497597
32	2.43879481544	0.0620761167497
40	4.64617162419	0.0296609635241
48	7.35472678335	0.0773696442202
56	10.1117654577	0.270765954189
64	13.460766694	0.11826677566
