#Clients	Avg Throughput	Th Std Dev	Avg Response Time	Rt Std Dev
2	1177.4	6.26418390535	1.692	0.0111355287257
8	3137.06666667	36.2862692121	2.54733333333	0.0300887575904
16	3621.2	31.5867060644	4.42066666667	0.0424421174464
24	3780.06666667	58.1076013387	6.35933333333	0.116281268196
32	3893.53333333	136.400195503	8.23333333333	0.292009132277
40	4015.46666667	131.568435931	9.98133333333	0.335501614502
48	3796.26666667	160.096137784	12.7273333333	0.557581683104
56	3981.8	144.08927788	14.0973333333	0.50889815615
64	3882.0	109.821491521	16.5166666667	0.511008153881
