#Clients	Avg Throughput	Th Std Dev	Avg Response Time	Rt Std Dev
2	1219.53333333	31.5647482698	1.632	0.0416173040934
8	3121.0	32.6508805394	2.56466666667	0.0261023626006
16	3703.13333333	45.1974925558	4.35066666667	0.100803439095
24	3926.53333333	101.539811568	6.12066666667	0.152922638394
32	3960.0	34.5201390495	8.09066666667	0.0720370275159
40	3931.06666667	77.5077630521	10.1733333333	0.192013888387
48	3941.13333333	104.845473595	12.172	0.282835641318
56	4063.8	112.903321475	13.8113333333	0.392491188861
64	4050.86666667	301.529722139	15.9186666667	1.33824113423
