#Clients	Avg Throughput	Th Std Dev	Avg Response Time	Rt Std Dev
2	1182.53333333	23.5153850348	1.68466666667	0.030550504633
8	3215.73333333	94.5135616371	2.50866666667	0.106926766216
16	3700.8	213.615823384	4.33	0.268201416849
24	3886.46666667	120.943678352	6.20666666667	0.229262585987
32	3772.6	137.055171373	8.52866666667	0.303923235922
40	3780.33333333	132.574105063	10.6293333333	0.360201795294
48	3860.4	130.125477905	12.4873333333	0.434830235073
56	3940.0	332.614551696	14.338	1.25284795566
64	3897.66666667	87.407398619	16.4413333333	0.383824612725
