Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,52,0.010703,55345,52,0.008382,499320,0,468,0,0,
1,64,0.008418,68126,63,0.007348,604932,0,567,0,0,
2,106,0.004757,112819,107,0.004622,1027402,0,963,0,0,
3,108,0.004951,114949,108,0.004283,1037020,0,972,0,0,
4,115,0.004222,122402,114,0.004443,1094618,0,1026,0,0,
5,115,0.004281,122416,115,0.004427,1104234,0,1035,0,0,
6,120,0.004248,127731,120,0.004049,1152244,0,1080,0,0,
7,128,0.003783,136245,128,0.004014,1229062,0,1152,0,0,
8,133,0.003845,141567,133,0.003625,1274974,2,1195,0,0,
9,139,0.003356,147962,140,0.003799,1344276,0,1260,0,0,
10,145,0.003234,154349,145,0.003603,1392300,0,1305,0,0,
11,143,0.003148,152198,143,0.003824,1373098,0,1287,0,0,
12,140,0.003231,149016,139,0.00395,1333645,1,1250,0,0,
13,108,0.003546,114951,108,0.004814,1037060,0,972,0,0,
14,135,0.003531,143696,136,0.004505,1303750,2,1222,0,0,
15,145,0.003088,154342,144,0.003811,1382730,0,1296,0,0,
16,148,0.003005,157514,149,0.003687,1429637,1,1340,0,0,
17,127,0.00368,135176,127,0.00418,1218389,1,1142,0,0,
18,133,0.003729,141560,132,0.003778,1267462,0,1188,0,0,
19,112,0.003822,119221,112,0.005077,1075418,0,1008,0,0,
20,137,0.003685,145807,137,0.003586,1315416,0,1233,0,0,
21,136,0.003084,144749,136,0.004249,1305860,0,1224,0,0,
22,140,0.003587,149002,141,0.003468,1352819,1,1268,0,0,
23,141,0.003653,150079,141,0.003446,1353848,0,1269,0,0,
24,138,0.003606,146897,138,0.003577,1325040,0,1242,0,0,
25,119,0.003598,126668,118,0.00483,1133054,0,1062,0,0,
26,143,0.003251,152208,144,0.003698,1382668,0,1296,0,0,
27,144,0.003315,153279,144,0.003593,1382654,0,1296,0,0,
28,139,0.003241,147943,139,0.003729,1334630,0,1251,0,0,
29,85,0.006391,90471,85,0.005668,816154,0,765,0,0,
30,115,0.003781,122401,115,0.00493,1104218,0,1035,0,0,
31,138,0.003507,146876,138,0.003698,1325066,0,1242,0,0,
32,158,0.003251,168183,157,0.003084,1505438,2,1411,0,0,
33,141,0.003276,150089,142,0.00375,1363452,0,1278,0,0,
34,134,0.00358,142626,133,0.003886,1277098,0,1197,0,0,
35,98,0.003488,104309,99,0.006578,949571,1,890,0,0,
36,132,0.0038,140489,131,0.003774,1257852,0,1179,0,0,
37,132,0.003479,140501,132,0.004108,1267492,0,1188,0,0,
38,115,0.002887,122406,115,0.005789,1104216,0,1035,0,0,
39,136,0.003832,144754,137,0.003471,1315494,0,1233,0,0,
40,133,0.003799,141576,133,0.003546,1277038,0,1197,0,0,
41,137,0.003467,145820,137,0.00395,1315500,0,1233,0,0,
42,120,0.004336,127723,120,0.003966,1152222,0,1080,0,0,
43,154,0.002901,163924,153,0.003574,1469106,0,1377,0,0,
44,127,0.003297,135185,128,0.004502,1226944,2,1150,0,0,
45,132,0.003845,140497,131,0.003755,1256807,1,1178,0,0,
46,144,0.003422,153278,145,0.00347,1392234,0,1305,0,0,
47,139,0.003291,147950,138,0.003919,1325070,0,1242,0,0,
48,142,0.002899,151141,143,0.004072,1372027,1,1286,0,0,
49,131,0.003563,139439,130,0.004081,1246172,2,1168,0,0,
50,145,0.003149,154326,145,0.003725,1391211,1,1304,0,0,
51,160,0.002952,170301,161,0.003257,1545868,0,1449,0,0,
52,126,0.003669,134110,125,0.004268,1200242,0,1125,0,0,
53,115,0.003767,122404,115,0.004489,1103143,1,1034,0,0,
54,139,0.003407,147939,140,0.004037,1344272,0,1260,0,0,
55,136,0.00356,144764,136,0.0038,1305894,0,1224,0,0,
56,126,0.003647,134110,126,0.004267,1209848,0,1134,0,0,
57,126,0.003845,134115,125,0.003969,1200270,0,1125,0,0,
58,121,0.003923,128793,122,0.00439,1171486,0,1098,0,0,
59,112,0.00473,119210,111,0.004152,1065818,0,999,0,0,
60,95,0.004775,101120,95,0.004116,912188,0,855,0,0,
61,125,0.00335,133055,126,0.005865,1208843,1,1133,0,0,
62,106,0.004937,112817,105,0.004466,1008206,0,945,0,0,
63,128,0.003511,136241,129,0.004285,1237609,1,1160,0,0,
64,137,0.003215,145815,137,0.00404,1314431,1,1232,0,0,
65,144,0.003107,153270,144,0.003828,1382708,0,1296,0,0,
66,130,0.004084,138369,129,0.00359,1238670,0,1161,0,0,
67,130,0.003648,138379,131,0.003963,1256827,1,1178,0,0,
68,137,0.003568,145822,136,0.003767,1305914,0,1224,0,0,
69,135,0.003461,143688,136,0.003895,1305876,0,1224,0,0,
70,138,0.003699,146885,137,0.003506,1315472,0,1233,0,0,
71,124,0.003933,131978,125,0.004116,1199185,1,1124,0,0,
72,128,0.003581,136234,128,0.004183,1229086,0,1152,0,0,
73,98,0.006378,104308,97,0.003866,931364,0,873,0,0,
74,132,0.002957,140498,132,0.004579,1267424,0,1188,0,0,
75,126,0.004054,134115,127,0.003801,1219442,0,1143,0,0,
76,131,0.003786,139430,130,0.003864,1248254,0,1170,0,0,
77,138,0.003445,146875,138,0.003791,1324001,1,1241,0,0,
78,124,0.00372,131983,124,0.004325,1189589,1,1115,0,0,
79,141,0.003293,150083,141,0.003775,1349664,4,1265,0,0,
80,0,0,0,1,0.00149,9604,0,9,0,0,
,130.56338028169,,,130.577464788732,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.1,0.01,,,10249,10249,,9823,9822,,11919,11919
1.2,0.46,,,10494,10494,,9509,9509,,12268,12267
1.3,1.55,,,20743,20743,,19332,19331,,24187,24186
1.4,3.73,,,,,,,,,,
1.5,7.62,,,,,,,,,,
1.6,12.32,,,14870,14870,,,,,,
1.7,17.66,,,14223,14223,,,,,,
1.8,22.86,,,29093,29093,,,,,,
1.9,27.84,,,,,,,,,,
2,32.33,,,,,,,,,,
2.1,36.52,,,,,,,,,,
2.2,40.57,,,,,,,,,,
2.3,43.54,,,,,,,,,,
2.4,46.24,,,,,,,,,,
2.5,48.5,,,,,,,,,,
2.6,50.54,,,,,,,,,,
2.7,52.41,,,,,,,,,,
2.8,53.76,,,,,,,,,,
2.9,55.16,,,,,,,,,,
3,56.34,,,,,,,,,,
3.1,57.32,,,,,,,,,,
3.2,58.51,,,,,,,,,,
3.3,59.42,,,,,,,,,,
3.4,60.27,,,,,,,,,,
3.5,61.01,,,,,,,,,,
3.6,61.65,,,,,,,,,,
3.7,62.48,,,,,,,,,,
3.8,63.16,,,,,,,,,,
3.9,63.79,,,,,,,,,,
4,64.43,,,,,,,,,,
4.1,64.96,,,,,,,,,,
4.2,65.66,,,,,,,,,,
4.3,66.2,,,,,,,,,,
4.4,66.77,,,,,,,,,,
4.5,67.4,,,,,,,,,,
4.6,67.88,,,,,,,,,,
4.7,68.45,,,,,,,,,,
4.8,69,,,,,,,,,,
4.9,69.76,,,,,,,,,,
5,70.43,,,,,,,,,,
5.1,71.1,,,,,,,,,,
5.2,71.74,,,,,,,,,,
5.3,72.45,,,,,,,,,,
5.4,73.12,,,,,,,,,,
5.5,74.01,,,,,,,,,,
5.6,74.79,,,,,,,,,,
5.7,75.58,,,,,,,,,,
5.8,76.29,,,,,,,,,,
5.9,77.32,,,,,,,,,,
6,78.2,,,,,,,,,,
6.1,79.09,,,,,,,,,,
6.2,79.86,,,,,,,,,,
6.3,80.74,,,,,,,,,,
6.4,81.68,,,,,,,,,,
6.5,82.59,,,,,,,,,,
6.6,83.34,,,,,,,,,,
6.7,84.36,,,,,,,,,,
6.8,85.29,,,,,,,,,,
6.9,86.35,,,,,,,,,,
7,87.11,,,,,,,,,,
7.1,87.82,,,,,,,,,,
7.2,88.48,,,,,,,,,,
7.3,89.22,,,,,,,,,,
7.4,90.03,,,,,,,,,,
7.5,90.51,,,,,,,,,,
7.6,91.33,,,,,,,,,,
7.7,91.88,,,,,,,,,,
7.8,92.43,,,,,,,,,,
7.9,93,,,,,,,,,,
8,93.48,,,,,,,,,,
8.1,93.97,,,,,,,,,,
8.2,94.43,,,,,,,,,,
8.3,94.95,,,,,,,,,,
8.4,95.36,,,,,,,,,,
8.5,95.68,,,,,,,,,,
8.6,95.95,,,,,,,,,,
8.7,96.13,,,,,,,,,,
8.8,96.36,,,,,,,,,,
8.9,96.56,,,,,,,,,,
9,96.75,,,,,,,,,,
9.1,96.89,,,,,,,,,,
9.2,97.01,,,,,,,,,,
9.3,97.16,,,,,,,,,,
9.4,97.31,,,,,,,,,,
9.5,97.5,,,,,,,,,,
9.6,97.58,,,,,,,,,,
9.7,97.66,,,,,,,,,,
9.8,97.74,,,,,,,,,,
9.9,97.93,,,,,,,,,,
10,98.25,,,,,,,,,,
11,98.57,,,,,,,,,,
12,98.82,,,,,,,,,,
13,98.98,,,,,,,,,,
14,99.11,,,,,,,,,,
15,99.17,,,,,,,,,,
16,99.29,,,,,,,,,,
17,99.32,,,,,,,,,,
18,99.4,,,,,,,,,,
19,99.4,,,,,,,,,,
20,99.42,,,,,,,,,,
22,99.43,,,,,,,,,,
23,99.44,,,,,,,,,,
24,99.47,,,,,,,,,,
25,99.57,,,,,,,,,,
26,99.58,,,,,,,,,,
27,99.61,,,,,,,,,,
28,99.62,,,,,,,,,,
29,99.63,,,,,,,,,,
30,99.69,,,,,,,,,,
31,99.7,,,,,,,,,,
34,99.72,,,,,,,,,,
36,99.73,,,,,,,,,,
38,99.75,,,,,,,,,,
39,99.76,,,,,,,,,,
40,99.78,,,,,,,,,,
41,99.79,,,,,,,,,,
42,99.8,,,,,,,,,,
44,99.8,,,,,,,,,,
47,99.81,,,,,,,,,,
50,99.82,,,,,,,,,,
54,99.83,,,,,,,,,,
55,99.85,,,,,,,,,,
56,99.86,,,,,,,,,,
57,99.87,,,,,,,,,,
63,99.88,,,,,,,,,,
70,99.89,,,,,,,,,,
80,99.9,,,,,,,,,,
95,99.91,,,,,,,,,,
100,99.93,,,,,,,,,,
120,99.94,,,,,,,,,,
140,99.96,,,,,,,,,,
150,99.98,,,,,,,,,,
210,99.99,,,,,,,,,,
220,100,,,,,,,,,,
,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
0.85,0.01,,,,,,,,,,
0.88,0.02,,,,,,,,,,
0.92,0.03,,,,,,,,,,
0.93,0.04,,,,,,,,,,
0.95,0.08,,,,,,,,,,
0.96,0.13,,,,,,,,,,
0.97,0.14,,,,,,,,,,
0.98,0.19,,,,,,,,,,
0.99,0.21,,,,,,,,,,
1,0.57,,,,,,,,,,
1.1,2.35,,,,,,,,,,
1.2,5.72,,,,,,,,,,
1.3,10.22,,,,,,,,,,
1.4,16.09,,,,,,,,,,
1.5,21.86,,,,,,,,,,
1.6,27.62,,,,,,,,,,
1.7,32.99,,,,,,,,,,
1.8,37.78,,,,,,,,,,
1.9,41.56,,,,,,,,,,
2,44.97,,,,,,,,,,
2.1,47.81,,,,,,,,,,
2.2,50.46,,,,,,,,,,
2.3,52.51,,,,,,,,,,
2.4,53.85,,,,,,,,,,
2.5,55.22,,,,,,,,,,
2.6,56.64,,,,,,,,,,
2.7,57.72,,,,,,,,,,
2.8,58.74,,,,,,,,,,
2.9,59.69,,,,,,,,,,
3,60.34,,,,,,,,,,
3.1,61.21,,,,,,,,,,
3.2,61.97,,,,,,,,,,
3.3,62.67,,,,,,,,,,
3.4,63.25,,,,,,,,,,
3.5,63.78,,,,,,,,,,
