Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,55,0.008534,58544,55,0.009535,352258,0,330,0,0
1,86,0.005536,91544,86,0.006093,550824,0,516,0,0
2,79,0.006155,84092,79,0.005992,505990,0,474,0,0
3,83,0.006118,88338,83,0.00634,531552,0,498,0,0
4,96,0.005741,102186,96,0.004679,614854,0,576,0,0
5,110,0.004758,117080,109,0.004362,698090,0,654,0,0
6,100,0.004991,106445,101,0.004703,646882,0,606,0,0
7,101,0.004511,107510,100,0.005656,640458,0,600,0,0
8,105,0.004388,111764,105,0.00508,672508,0,630,0,0
9,106,0.004563,112823,106,0.004836,678882,0,636,0,0
10,125,0.003288,133048,126,0.004684,807002,0,756,0,0
11,124,0.003829,131985,123,0.004239,787788,0,738,0,0
12,120,0.003703,127722,121,0.004576,772850,2,724,0,0
13,116,0.004254,123467,115,0.004346,736544,0,690,0,0
14,92,0.004487,97924,92,0.006383,589236,0,552,0,0
15,133,0.003297,141569,133,0.004205,851852,0,798,0,0
16,136,0.003241,144747,136,0.004087,871038,0,816,0,0
17,133,0.0037,141566,134,0.003732,858216,0,804,0,0
18,122,0.004095,129854,121,0.004128,773927,1,725,0,0
19,131,0.003903,139436,131,0.00373,839036,0,786,0,0
20,135,0.003291,143691,136,0.004044,871024,0,816,0,0
21,137,0.003796,145828,137,0.003462,874287,3,819,0,0
22,132,0.003518,140500,131,0.004033,839036,0,786,0,0
23,127,0.004003,135186,127,0.003916,813374,0,762,0,0
24,140,0.003962,149015,140,0.003165,895579,1,839,0,0
25,139,0.003357,147945,140,0.003767,896636,0,840,0,0
26,113,0.003361,120287,113,0.005474,722649,1,677,0,0
27,133,0.003785,141562,132,0.003732,845394,0,792,0,0
28,131,0.003946,139437,131,0.003676,839004,0,786,0,0
29,123,0.003372,130905,124,0.003679,794164,0,744,0,0
30,130,0.004558,138370,129,0.004103,826194,0,774,0,0
31,132,0.003497,140497,133,0.004,851804,0,798,0,0
32,129,0.003611,137318,128,0.00419,819792,0,768,0,0
33,130,0.003119,138373,130,0.004547,832582,0,780,0,0
34,141,0.003576,150087,141,0.003485,903010,0,846,0,0
35,134,0.00399,142629,134,0.003442,857175,1,803,0,0
36,126,0.003747,134115,127,0.004148,813408,0,762,0,0
37,124,0.003626,131979,123,0.00441,787778,0,738,0,0
38,128,0.00376,136245,129,0.004025,826212,0,774,0,0
39,66,0.007343,70248,65,0.007029,416312,0,390,0,0
40,9,0.04952,9581,9,0.06507,57634,0,54,0,0
41,117,0.00436,124527,117,0.004392,748305,1,701,0,0
42,139,0.003576,147947,140,0.003545,896608,0,840,0,0
43,116,0.003911,123462,116,0.004689,742944,0,696,0,0
44,123,0.004681,130917,123,0.003452,787772,0,738,0,0
45,140,0.003496,149006,139,0.003615,890222,0,834,0,0
46,117,0.00314,124530,118,0.005379,755760,0,708,0,0
47,67,0.004031,71309,67,0.005583,428067,1,401,0,0
48,21,0.042027,22352,21,0.022371,133447,1,125,0,0
49,133,0.003358,141577,132,0.004178,845432,0,792,0,0
50,152,0.003351,161783,153,0.00318,979894,0,918,0,0
51,129,0.003868,137303,128,0.00347,819822,0,768,0,0
52,132,0.003256,140497,132,0.004704,844407,1,791,0,0
53,112,0.003822,119209,113,0.00503,723754,0,678,0,0
54,135,0.003637,143685,135,0.003743,864608,0,810,0,0
55,137,0.003536,145824,136,0.003753,871072,0,816,0,0
56,87,0.003426,92599,88,0.004558,562549,1,527,0,0
57,127,0.006209,135173,127,0.003979,812337,1,761,0,0
58,149,0.00332,158593,148,0.003401,947862,0,888,0,0
59,151,0.003022,160735,152,0.003558,973532,0,912,0,0
60,154,0.003117,163906,153,0.003398,979934,0,918,0,0
61,115,0.003359,122398,116,0.003727,742956,0,696,0,0
62,101,0.006367,107503,101,0.005278,646866,0,606,0,0
63,117,0.004284,124521,117,0.004241,749354,0,702,0,0
64,103,0.005808,109636,102,0.003888,653254,0,612,0,0
65,141,0.003485,150077,141,0.003562,903050,0,846,0,0
66,134,0.003317,142631,135,0.004122,863593,1,809,0,0
67,126,0.003788,134107,126,0.004133,806986,0,756,0,0
68,128,0.004028,136234,127,0.003784,812353,1,761,0,0
69,117,0.003711,124538,118,0.003567,755724,0,708,0,0
70,108,0.005623,114961,107,0.00495,685268,0,642,0,0
71,106,0.004689,112817,106,0.004743,678924,0,636,0,0
