Clients	Avg	Std Dev
2	0.0719045143344	0.0158780314988
8	0.445894432845	0.0152210576536
16	2.78321308148	0.072375790509
24	7.18474728337	0.146205418406
32	13.2157249863	0.201391809812
40	19.594502744	0.0544001396878
48	26.0276820442	0.316903390103
56	34.0445361437	0.957846601566
64	40.7045950616	0.768158454617
