#Clients	Avg Throughput	Th Std Dev	Avg Response Time	Rt Std Dev
2	1210.6	63.4951966687	1.64466666667	0.0879621130563
8	3089.2	61.8475545192	2.59133333333	0.0646941522344
16	3493.26666667	41.1384653741	4.57866666667	0.0583894967724
24	3623.93333333	25.0681737136	6.63866666667	0.0608714492462
32	3690.13333333	94.1807482097	8.664	0.222
40	3607.93333333	115.208738095	11.102	0.360970912956
48	3821.8	57.2911860586	12.5613333333	0.192679353677
56	3809.66666667	38.6581599838	14.7386666667	0.162065830246
64	3814.93333333	34.6642947907	16.8113333333	0.12464884008
