#Clients	Avg Throughput	Th Std Dev	Avg Response Time	Rt Std Dev
2	1187.13333333	26.4910047626	1.67466666667	0.0410040648392
8	2912.53333333	31.9138423468	2.74	0.031432467291
16	3377.2	62.6134170925	4.788	0.138318473097
24	3589.73333333	76.4097724989	6.68933333333	0.152109609602
32	3568.13333333	168.610833974	9.012	0.436934777741
40	3634.33333333	159.412086535	11.056	0.475028420202
48	3583.4	50.4892067674	13.3853333333	0.195594819291
56	3651.73333333	85.8767333644	15.376	0.34216370351
64	3805.8	51.1949216231	16.8333333333	0.260256283946
