Clients	Avg	Std Dev
6	94211.1666666	384.850491172
24	116175.444467	2196.78639717
48	161223.896714	8863.23411842
72	178339.948259	12917.9170745
96	173144.791456	707.416599865
120	175010.357981	6021.7337461
144	173152.989135	5532.52457736
168	176922.622736	9331.93222845
192	179453.415198	3755.59517771
