Clients	Avg	Std Dev
6	109755.557579	1563.38989838
24	101628.325822	1597.47406342
48	142291.854963	3480.28158155
72	169504.340375	12123.4331057
96	188016.403152	6200.76344419
120	201082.136351	3480.44364894
144	239022.447619	12325.369694
168	292180.638933	13577.8560126
192	305558.849679	836.92768718
