Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,4,0.152657,4257,3,0.119345,9620,0,9,0,0
1,70,0.005888,74514,71,0.008609,227706,0,213,0,0
2,95,0.005484,101117,95,0.005071,304710,0,285,0,0
3,111,0.004236,118144,110,0.004777,352816,0,330,0,0
4,105,0.004215,111772,105,0.005108,336784,0,315,0,0
5,97,0.004477,103242,97,0.006032,311082,0,291,0,0
6,135,0.003631,143704,135,0.003755,432990,0,405,0,0
7,133,0.003376,141562,133,0.004123,426576,0,399,0,0
8,129,0.004331,137307,130,0.003379,416936,0,390,0,0
9,111,0.003534,118147,111,0.004986,356014,0,333,0,0
10,101,0.005698,107507,100,0.004731,320756,0,300,0,0
11,145,0.003188,154336,146,0.003662,468276,0,438,0,0
12,176,0.002687,187338,175,0.002988,561280,0,525,0,0
13,149,0.003023,158605,150,0.003205,481112,0,450,0,0
14,157,0.003674,167102,156,0.003094,500336,0,468,0,0
15,156,0.003138,166049,156,0.003244,500348,0,468,0,0
16,168,0.002887,178806,169,0.00305,542046,0,507,0,0
17,92,0.005778,97928,91,0.005123,291842,0,273,0,0
18,135,0.003452,143698,135,0.003903,432998,0,405,0,0
19,145,0.003302,154327,145,0.003589,465058,0,435,0,0
20,155,0.002985,164970,156,0.00345,500368,0,468,0,0
21,180,0.002614,191596,180,0.002915,577302,0,540,0,0
22,161,0.003199,171363,161,0.002996,516400,0,483,0,0
23,116,0.004914,123459,116,0.00369,372058,0,348,0,0
24,130,0.004084,138372,129,0.003603,413754,0,387,0,0
25,155,0.003418,164987,155,0.003012,497136,0,465,0,0
26,124,0.003297,131982,125,0.004462,400934,0,375,0,0
27,72,0.007511,76639,72,0.006785,230932,0,216,0,0
28,124,0.003696,131976,123,0.004388,394492,0,369,0,0
29,160,0.003116,170300,161,0.003087,515331,1,482,0,0
30,140,0.003275,149008,139,0.003838,444755,1,416,0,0
31,131,0.00356,139433,131,0.004093,420190,0,393,0,0
32,135,0.003741,143695,135,0.003624,432988,0,405,0,0
33,140,0.003473,149009,140,0.003658,449030,0,420,0,0
34,120,0.004297,127722,120,0.00394,383839,1,359,0,0
35,142,0.003112,151139,142,0.003985,455434,0,426,0,0
36,149,0.003251,158581,150,0.00341,481114,0,450,0,0
37,155,0.003118,164975,154,0.003342,492879,1,461,0,0
38,147,0.00331,156462,147,0.003446,471476,0,441,0,0
39,184,0.002525,195837,184,0.002886,590160,0,552,0,0
40,171,0.002863,182011,171,0.002984,548426,0,513,0,0
41,177,0.002654,188397,177,0.002981,567666,0,531,0,0
42,156,0.003215,166034,156,0.00317,500346,0,468,0,0
43,148,0.003469,157531,148,0.003262,474670,0,444,0,0
