Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,52,0.008746,55345,52,0.010408,499320,0,468,0,0,
1,87,0.005387,92610,87,0.006087,835390,0,783,0,0,
2,85,0.005711,90464,84,0.006098,806546,0,756,0,0,
3,116,0.003889,123465,116,0.004698,1113834,0,1044,0,0,
4,101,0.00507,107500,102,0.00476,979396,0,918,0,0,
5,118,0.003805,125608,117,0.004677,1123442,0,1053,0,0,
6,122,0.003889,129860,123,0.004228,1181048,0,1107,0,0,
7,137,0.003373,145824,137,0.003898,1315488,0,1233,0,0,
8,89,0.003229,94734,89,0.004075,854586,0,801,0,0,
9,103,0.008368,109646,102,0.004722,979386,0,918,0,0,
10,126,0.003776,134114,127,0.004091,1219472,0,1143,0,0,
11,139,0.003728,147960,138,0.00348,1325108,0,1242,0,0,
12,125,0.003447,133043,126,0.004482,1209838,0,1134,0,0,
13,114,0.00376,121337,114,0.004964,1093593,1,1025,0,0,
14,112,0.005416,119211,111,0.003542,1065866,0,999,0,0,
15,138,0.003442,146887,138,0.00378,1322946,2,1240,0,0,
16,116,0.003192,123473,116,0.005403,1113876,0,1044,0,0,
17,135,0.003897,143684,136,0.003433,1304837,1,1223,0,0,
18,163,0.003046,173488,162,0.003099,1554439,1,1457,0,0,
19,140,0.003448,149010,140,0.003654,1344262,0,1260,0,0,
20,107,0.00458,113898,107,0.004763,1027420,0,963,0,0,
21,90,0.007335,95788,91,0.003709,873754,0,819,0,0,
22,152,0.00308,161776,152,0.003199,1459472,0,1368,0,0,
23,135,0.004184,143678,134,0.003515,1286664,0,1206,0,0,
24,159,0.002901,169240,159,0.003349,1526668,0,1431,0,0,
25,164,0.002783,174571,165,0.003245,1584290,0,1485,0,0,
26,159,0.002832,169241,158,0.003484,1517112,0,1422,0,0,
27,129,0.00417,137307,129,0.003549,1238670,0,1161,0,0,
28,138,0.003636,146889,139,0.003565,1334644,0,1251,0,0,
29,141,0.003646,150073,140,0.003236,1344210,0,1260,0,0,
30,102,0.005262,108565,102,0.004783,979416,0,918,0,0,
31,131,0.002789,139431,132,0.004764,1267442,0,1188,0,0,
32,158,0.003097,168173,158,0.003217,1517134,0,1422,0,0,
33,144,0.003725,153283,144,0.00316,1382662,0,1296,0,0,
34,102,0.003462,108571,101,0.003585,969808,0,909,0,0,
35,124,0.003324,131982,125,0.00684,1200270,0,1125,0,0,
36,127,0.003371,135173,126,0.004637,1209854,0,1134,0,0,
37,127,0.0036,135171,128,0.003841,1229098,0,1152,0,0,
38,133,0.003681,141563,133,0.004166,1277072,0,1197,0,0,
39,157,0.003177,167114,156,0.003172,1497892,0,1404,0,0,
40,135,0.003646,143700,135,0.003719,1296270,0,1215,0,0,
41,143,0.003453,152210,143,0.003558,1373106,0,1287,0,0,
42,135,0.003537,143688,136,0.003663,1305856,0,1224,0,0,
43,144,0.003139,153274,143,0.003937,1373072,0,1287,0,0,
44,126,0.003649,134120,126,0.004182,1207752,2,1132,0,0,
45,138,0.003134,146888,138,0.004103,1325064,0,1242,0,0,
46,144,0.002851,153283,144,0.004121,1382666,0,1296,0,0,
47,148,0.003214,157523,148,0.003476,1421062,0,1332,0,0,
48,138,0.003352,146887,138,0.003867,1324007,1,1241,0,0,
49,129,0.003436,137307,129,0.004318,1237633,1,1160,0,0,
50,133,0.003711,141557,133,0.003787,1274938,2,1195,0,0,
51,111,0.005023,118143,111,0.00395,1065808,0,999,0,0,
52,124,0.00354,131982,124,0.004506,1190602,0,1116,0,0,
53,135,0.003836,143696,135,0.003544,1296256,0,1215,0,0,
54,114,0.003589,121337,115,0.005084,1103151,1,1034,0,0,
55,135,0.003981,143678,135,0.003395,1296280,0,1215,0,0,
56,138,0.00341,146901,137,0.003807,1315466,0,1233,0,0,
57,96,0.00558,102167,97,0.004752,931420,0,873,0,0,
58,150,0.003064,159666,149,0.003614,1430734,0,1341,0,0,
59,148,0.002883,157530,148,0.003861,1421104,0,1332,0,0,
60,131,0.003588,139439,132,0.003945,1267462,0,1188,0,0,
61,131,0.003611,139441,131,0.004041,1256855,1,1178,0,0,
62,142,0.003288,151134,141,0.003719,1352823,1,1268,0,0,
63,121,0.004007,128785,122,0.004219,1170397,1,1097,0,0,
64,142,0.003148,151139,142,0.003867,1363490,0,1278,0,0,
65,123,0.004058,130924,122,0.00408,1171472,0,1098,0,0,
66,89,0.003994,94731,90,0.007129,864198,0,810,0,0,
67,141,0.003438,150080,141,0.00362,1352825,1,1268,0,0,
68,139,0.003768,147953,138,0.003418,1325126,0,1242,0,0,
69,143,0.003318,152205,144,0.003622,1382698,0,1296,0,0,
70,153,0.002762,162851,153,0.003774,1469102,0,1377,0,0,
71,143,0.003375,152195,143,0.003582,1372027,1,1286,0,0,
72,129,0.00348,137305,128,0.004266,1229058,0,1152,0,0,
73,160,0.002949,170295,160,0.003283,1536296,0,1440,0,0,
74,152,0.003034,161791,153,0.003487,1469078,0,1377,0,0,
75,138,0.003543,146883,137,0.003679,1315462,0,1233,0,0,
76,144,0.003406,153260,144,0.003527,1381613,1,1295,0,0,
77,137,0.003369,145816,138,0.003898,1324025,1,1241,0,0,
78,138,0.003364,146892,137,0.003888,1311248,4,1229,0,0,
79,152,0.003155,161791,153,0.003369,1468059,1,1376,0,0,
80,1,0.003276,1064,0,0,0,0,0,0,0,
,132.352112676056,,,132.338028169014,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.2,0.03,,,,,,,,,,
1.3,0.29,,,,,,,,,,
1.4,1.33,,,,,,,,,,
1.5,4.04,,,,,,,,,,
1.6,8.2,,,,,,,,,,
1.7,13.71,,,,,,,,,,
1.8,19.8,,,,,,,,,,
1.9,25.82,,,,,,,,,,
2,31.42,,,,,,,,,,
2.1,36.51,,,,,,,,,,
2.2,40.33,,,,,,,,,,
2.3,43.84,,,,,,,,,,
2.4,47.11,,,,,,,,,,
2.5,49.83,,,,,,,,,,
2.6,52.28,,,10410,10409,,10779,10778,,10941,10941
2.7,54.11,,,10019,10019,,10583,10583,,11257,11256
2.8,55.86,,,20429,20428,,21362,21361,,22198,22197
2.9,57.36,,,20111,20110,,19361,19360,,23625,23624
3,58.42,,,18735,18735,,18487,18487,,22133,22132
3.1,59.68,,,19758.3333333333,19757.6666666667,,19736.6666666667,19736,,22652,22651
3.2,60.74,,,12518,12518,,,,,,
3.3,61.87,,,12835,12834,,,,,,
3.4,62.8,,,25353,25352,,,,,,
3.5,63.58,,,26422,26421,,,,,,
3.6,64.33,,,26195,26193,,,,,,
3.7,65.06,,,25990,25988.6666666667,,,,,,
3.8,65.85,,,,,,,,,,
3.9,66.47,,,,,,,,,,
4,67.05,,,,,,,,,,
4.1,67.72,,,,,,,,,,
4.2,68.56,,,,,,,,,,
4.3,69.22,,,,,,,,,,
4.4,69.87,,,,,,,,,,
4.5,70.52,,,,,,,,,,
4.6,71.09,,,,,,,,,,
4.7,71.93,,,,,,,,,,
4.8,72.59,,,,,,,,,,
4.9,73.28,,,,,,,,,,
5,74.08,,,,,,,,,,
5.1,74.73,,,,,,,,,,
5.2,75.3,,,,,,,,,,
5.3,76.07,,,,,,,,,,
5.4,76.79,,,,,,,,,,
5.5,77.52,,,,,,,,,,
5.6,78.24,,,,,,,,,,
5.7,78.98,,,,,,,,,,
5.8,79.89,,,,,,,,,,
5.9,80.73,,,,,,,,,,
6,81.55,,,,,,,,,,
6.1,82.34,,,,,,,,,,
6.2,83.24,,,,,,,,,,
6.3,84,,,,,,,,,,
6.4,84.72,,,,,,,,,,
6.5,85.57,,,,,,,,,,
6.6,86.41,,,,,,,,,,
6.7,87.17,,,,,,,,,,
6.8,88.08,,,,,,,,,,
6.9,88.85,,,,,,,,,,
7,89.52,,,,,,,,,,
7.1,90.11,,,,,,,,,,
7.2,90.84,,,,,,,,,,
7.3,91.39,,,,,,,,,,
7.4,92.03,,,,,,,,,,
7.5,92.56,,,,,,,,,,
7.6,93.03,,,,,,,,,,
7.7,93.42,,,,,,,,,,
7.8,93.81,,,,,,,,,,
7.9,94.32,,,,,,,,,,
8,94.72,,,,,,,,,,
8.1,95.09,,,,,,,,,,
8.2,95.47,,,,,,,,,,
8.3,95.84,,,,,,,,,,
8.4,96.11,,,,,,,,,,
8.5,96.32,,,,,,,,,,
8.6,96.51,,,,,,,,,,
8.7,96.73,,,,,,,,,,
8.8,96.94,,,,,,,,,,
8.9,97.09,,,,,,,,,,
9,97.22,,,,,,,,,,
9.1,97.3,,,,,,,,,,
9.2,97.41,,,,,,,,,,
9.3,97.49,,,,,,,,,,
9.4,97.63,,,,,,,,,,
9.5,97.74,,,,,,,,,,
9.6,97.76,,,,,,,,,,
9.7,97.82,,,,,,,,,,
9.8,97.89,,,,,,,,,,
9.9,97.94,,,,,,,,,,
10,98.23,,,,,,,,,,
11,98.56,,,,,,,,,,
12,98.67,,,,,,,,,,
13,98.77,,,,,,,,,,
14,98.87,,,,,,,,,,
15,98.96,,,,,,,,,,
16,99.05,,,,,,,,,,
17,99.14,,,,,,,,,,
18,99.18,,,,,,,,,,
19,99.24,,,,,,,,,,
20,99.29,,,,,,,,,,
21,99.35,,,,,,,,,,
22,99.36,,,,,,,,,,
23,99.37,,,,,,,,,,
24,99.41,,,,,,,,,,
25,99.43,,,,,,,,,,
26,99.49,,,,,,,,,,
27,99.52,,,,,,,,,,
28,99.54,,,,,,,,,,
29,99.56,,,,,,,,,,
30,99.6,,,,,,,,,,
31,99.62,,,,,,,,,,
32,99.63,,,,,,,,,,
33,99.63,,,,,,,,,,
34,99.66,,,,,,,,,,
35,99.69,,,,,,,,,,
37,99.71,,,,,,,,,,
38,99.72,,,,,,,,,,
39,99.73,,,,,,,,,,
40,99.75,,,,,,,,,,
44,99.77,,,,,,,,,,
45,99.78,,,,,,,,,,
48,99.8,,,,,,,,,,
54,99.81,,,,,,,,,,
55,99.82,,,,,,,,,,
59,99.84,,,,,,,,,,
60,99.85,,,,,,,,,,
62,99.86,,,,,,,,,,
64,99.87,,,,,,,,,,
67,99.88,,,,,,,,,,
68,99.88,,,,,,,,,,
73,99.89,,,,,,,,,,
75,99.9,,,,,,,,,,
77,99.91,,,,,,,,,,
79,99.92,,,,,,,,,,
110,99.94,,,,,,,,,,
130,99.97,,,,,,,,,,
190,99.98,,,,,,,,,,
300,99.99,,,,,,,,,,
320,100,,,,,,,,,,
,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1,0.04,,,,,,,,,,
1.1,0.33,,,,,,,,,,
1.2,2.01,,,,,,,,,,
1.3,5.79,,,,,,,,,,
1.4,11.59,,,,,,,,,,
1.5,18.55,,,,,,,,,,
1.6,24.76,,,,,,,,,,
1.7,30.79,,,,,,,,,,
1.8,36.38,,,,,,,,,,
1.9,41.17,,,,,,,,,,
2,45,,,,,,,,,,
2.1,48.19,,,,,,,,,,
2.2,50.9,,,,,,,,,,
2.3,53.53,,,,,,,,,,
2.4,55.34,,,,,,,,,,
2.5,57.04,,,,,,,,,,
2.6,58.37,,,,,,,,,,
2.7,59.74,,,,,,,,,,
2.8,61.1,,,,,,,,,,
2.9,62.13,,,,,,,,,,
3,63.17,,,,,,,,,,
3.1,63.97,,,,,,,,,,
3.2,64.86,,,,,,,,,,
3.3,65.57,,,,,,,,,,
3.4,66.51,,,,,,,,,,
3.5,67.12,,,,,,,,,,
3.6,67.96,,,,,,,,,,
3.7,68.61,,,,,,,,,,
3.8,69.21,,,,,,,,,,
3.9,69.93,,,,,,,,,,
4,70.51,,,,,,,,,,
4.1,71.16,,,,,,,,,,
4.2,71.94,,,,,,,,,,
4.3,72.46,,,,,,,,,,
4.4,73.17,,,,,,,,,,
4.5,73.91,,,,,,,,,,
4.6,74.72,,,,,,,,,,
4.7,75.27,,,,,,,,,,
4.8,75.98,,,,,,,,,,
4.9,76.84,,,,,,,,,,
5,77.69,,,,,,,,,,
5.1,78.41,,,,,,,,,,
5.2,79.04,,,,,,,,,,
5.3,79.85,,,,,,,,,,
5.4,80.63,,,,,,,,,,
5.5,81.53,,,,,,,,,,
5.6,82.11,,,,,,,,,,
5.7,82.86,,,,,,,,,,
5.8,83.61,,,,,,,,,,
5.9,84.39,,,,,,,,,,
6,85.12,,,,,,,,,,
6.1,85.79,,,,,,,,,,
6.2,86.43,,,,,,,,,,
6.3,87.2,,,,,,,,,,
6.4,87.81,,,,,,,,,,
6.5,88.62,,,,,,,,,,
6.6,89.25,,,,,,,,,,
6.7,89.91,,,,,,,,,,
6.8,90.41,,,,,,,,,,
6.9,90.98,,,,,,,,,,
7,91.55,,,,,,,,,,
7.1,92.15,,,,,,,,,,
7.2,92.67,,,,,,,,,,
7.3,93.12,,,,,,,,,,
7.4,93.54,,,,,,,,,,
7.5,93.9,,,,,,,,,,
7.6,94.39,,,,,,,,,,
7.7,94.7,,,,,,,,,,
7.8,95.02,,,,,,,,,,
7.9,95.23,,,,,,,,,,
8,95.57,,,,,,,,,,
8.1,95.77,,,,,,,,,,
8.2,96.03,,,,,,,,,,
8.3,96.24,,,,,,,,,,
8.4,96.49,,,,,,,,,,
8.5,96.72,,,,,,,,,,
8.6,96.89,,,,,,,,,,
8.7,97.04,,,,,,,,,,
8.8,97.18,,,,,,,,,,
8.9,97.26,,,,,,,,,,
9,97.36,,,,,,,,,,
9.1,97.53,,,,,,,,,,
9.2,97.61,,,,,,,,,,
9.3,97.68,,,,,,,,,,
9.4,97.77,,,,,,,,,,
9.5,97.84,,,,,,,,,,
9.6,97.88,,,,,,,,,,
9.7,97.9,,,,,,,,,,
9.8,97.94,,,,,,,,,,
9.9,97.98,,,,,,,,,,
10,98.17,,,,,,,,,,
11,98.42,,,,,,,,,,
12,98.6,,,,,,,,,,
13,98.85,,,,,,,,,,
14,98.97,,,,,,,,,,
15,99.12,,,,,,,,,,
16,99.18,,,,,,,,,,
17,99.22,,,,,,,,,,
18,99.29,,,,,,,,,,
19,99.31,,,,,,,,,,
20,99.35,,,,,,,,,,
21,99.39,,,,,,,,,,
22,99.4,,,,,,,,,,
24,99.42,,,,,,,,,,
25,99.45,,,,,,,,,,
26,99.48,,,,,,,,,,
27,99.52,,,,,,,,,,
28,99.55,,,,,,,,,,
29,99.58,,,,,,,,,,
30,99.59,,,,,,,,,,
31,99.61,,,,,,,,,,
33,99.63,,,,,,,,,,
34,99.63,,,,,,,,,,
35,99.64,,,,,,,,,,
38,99.65,,,,,,,,,,
39,99.67,,,,,,,,,,
40,99.68,,,,,,,,,,
44,99.7,,,,,,,,,,
45,99.74,,,,,,,,,,
46,99.76,,,,,,,,,,
47,99.77,,,,,,,,,,
49,99.78,,,,,,,,,,
53,99.79,,,,,,,,,,
59,99.8,,,,,,,,,,
60,99.81,,,,,,,,,,
