Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,45,0.010073,47894,45,0.011904,432104,0,405,0,0,
1,56,0.009179,59609,56,0.00875,537724,0,504,0,0,
2,87,0.006113,92602,87,0.005355,835388,0,783,0,0,
3,105,0.0041,111749,105,0.005417,1008176,0,945,0,0,
4,108,0.003998,114954,108,0.005213,1037004,0,972,0,0,
5,102,0.004227,108575,101,0.005603,969808,0,909,0,0,
6,115,0.003874,122413,115,0.004825,1104240,0,1035,0,0,
7,116,0.004332,123472,117,0.004202,1123458,0,1053,0,0,
8,123,0.003857,130917,122,0.004291,1170387,1,1097,0,0,
9,122,0.003565,129868,123,0.004581,1179985,1,1106,0,0,
10,131,0.003699,139444,131,0.00388,1257862,0,1179,0,0,
11,137,0.003588,145830,137,0.00367,1315484,0,1233,0,0,
12,124,0.004078,131975,124,0.004,1190666,0,1116,0,0,
13,113,0.004717,120278,112,0.00411,1074383,1,1007,0,0,
14,127,0.003978,135173,127,0.003858,1219502,0,1143,0,0,
15,131,0.003743,139437,131,0.003863,1256803,1,1178,0,0,
16,137,0.003556,145828,137,0.003747,1314451,1,1232,0,0,
17,114,0.004208,121332,114,0.004489,1094634,0,1026,0,0,
18,121,0.003947,128791,122,0.00428,1170391,1,1097,0,0,
19,118,0.003593,125577,117,0.004901,1122373,1,1052,0,0,
20,108,0.003612,114963,109,0.00556,1046596,0,981,0,0,
21,126,0.003711,134116,125,0.004227,1200230,0,1125,0,0,
22,126,0.003518,134105,126,0.004399,1209808,0,1134,0,0,
23,133,0.003334,141555,133,0.004155,1277052,0,1197,0,0,
24,128,0.003471,136231,129,0.004309,1237581,1,1160,0,0,
25,116,0.004033,123470,116,0.00457,1113820,0,1044,0,0,
26,129,0.003664,137316,128,0.004094,1229026,0,1152,0,0,
27,133,0.003242,141569,133,0.004238,1277080,0,1197,0,0,
28,130,0.003752,138372,130,0.003925,1248234,0,1170,0,0,
29,77,0.004247,81958,77,0.008681,739352,0,693,0,0,
30,110,0.003963,117085,111,0.00502,1065802,0,999,0,0,
31,134,0.003777,142623,134,0.003642,1286598,0,1206,0,0,
32,140,0.003394,149012,139,0.003789,1334682,0,1251,0,0,
33,124,0.00393,131977,125,0.004062,1200216,0,1125,0,0,
34,124,0.004223,131987,124,0.003836,1188566,2,1114,0,0,
35,101,0.004341,107508,101,0.005537,969806,0,909,0,0,
36,110,0.004307,117094,110,0.004762,1056202,0,990,0,0,
37,124,0.003465,131980,123,0.004617,1181066,0,1107,0,0,
38,105,0.00548,111761,106,0.00398,1016791,1,953,0,0,
39,130,0.003496,138361,130,0.004159,1248246,0,1170,0,0,
40,119,0.004051,126658,119,0.004293,1142674,0,1071,0,0,
41,126,0.00398,134116,125,0.003998,1200248,0,1125,0,0,
42,113,0.004561,120279,113,0.004259,1085012,0,1017,0,0,
43,131,0.003459,139442,131,0.004147,1257866,0,1179,0,0,
44,126,0.004532,134115,127,0.003338,1219454,0,1143,0,0,
45,118,0.003348,125597,117,0.005144,1123456,0,1053,0,0,
46,130,0.003599,138371,130,0.004059,1248234,0,1170,0,0,
47,125,0.003971,133056,125,0.004004,1199163,1,1124,0,0,
48,130,0.00339,138374,131,0.004099,1256827,1,1178,0,0,
49,127,0.00411,135181,127,0.003899,1218381,1,1142,0,0,
50,132,0.003327,140501,131,0.004201,1257828,0,1179,0,0,
51,145,0.003432,154333,145,0.003483,1392288,0,1305,0,0,
52,140,0.003088,149017,140,0.004038,1343223,1,1259,0,0,
53,101,0.004145,107502,101,0.005689,967714,2,907,0,0,
54,123,0.004194,130907,123,0.003901,1179955,1,1106,0,0,
55,127,0.003795,135184,127,0.004083,1219436,0,1143,0,0,
56,116,0.0039,123460,117,0.004649,1123410,0,1053,0,0,
57,127,0.003779,135183,126,0.004094,1209828,0,1134,0,0,
58,102,0.004442,108564,102,0.005338,978327,1,917,0,0,
59,110,0.003864,117063,110,0.00518,1056232,0,990,0,0,
60,110,0.004087,117100,110,0.004916,1056228,0,990,0,0,
61,96,0.006128,102177,96,0.004357,921786,0,864,0,0,
62,91,0.004367,96854,91,0.00657,873782,0,819,0,0,
63,131,0.0033,139441,132,0.004248,1267528,0,1188,0,0,
64,120,0.003838,127730,119,0.004504,1142632,0,1071,0,0,
65,130,0.003726,138375,130,0.003952,1248258,0,1170,0,0,
66,123,0.003883,130924,124,0.00421,1189639,1,1115,0,0,
67,121,0.003589,128782,120,0.004664,1152238,0,1080,0,0,
68,125,0.00352,133049,126,0.00443,1208803,1,1133,0,0,
69,129,0.003489,137298,129,0.004226,1237605,1,1160,0,0,
70,131,0.003875,139432,130,0.003778,1248284,0,1170,0,0,
71,111,0.00445,118151,111,0.004486,1065850,0,999,0,0,
72,129,0.003354,137308,129,0.004353,1238676,0,1161,0,0,
73,97,0.004065,103246,97,0.004683,930363,1,872,0,0,
74,110,0.004079,117093,110,0.006407,1056228,0,990,0,0,
75,126,0.003586,134099,127,0.004282,1219454,0,1143,0,0,
76,123,0.004176,130925,123,0.003931,1181056,0,1107,0,0,
77,132,0.003449,140492,131,0.004141,1256793,1,1178,0,0,
78,128,0.003442,136234,128,0.004298,1229072,0,1152,0,0,
79,120,0.00393,127720,120,0.004374,1152198,0,1080,0,0,
80,0,0,0,1,0.007377,9604,0,9,0,0,
,120.943661971831,,,120.943661971831,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.2,0.02,,,9491,9491,,9072,9072,,10952,10952
1.3,0.06,,,9244,9244,,9415,9415,,11181,11180
1.4,0.72,,,18735,18735,,18487,18487,,22133,22132
1.5,2.51,,,,,,,,,,
1.6,5.44,,,,,,,,,,
1.7,8.89,,,13331,13330,,,,,,
