Clients	Avg	Std Dev
6	846874.525822	35809.598122
24	1242794.51965	14896.4404185
48	1642438.28478	72857.8330134
72	1863224.92405	48421.2094648
96	2261852.56482	503217.078793
120	1949299.34765	41246.6834436
144	1987949.75822	114279.74136
168	2114468.73944	136253.932848
192	2273746.70188	61712.2718852
