S1 Load	S2 Load	S3 Load
10166	10166	10166
10095	10095	10095
10186	10186	10186
10203	10203	10203
10095	10095	10095
10171	10171	10171
10185	10185	10185
10118	10118	10118
10177	10177	10177
10073	10073	10073
10172	10172	10172
10147	10147	10147
10147	10147	10147
10307	10307	10307
10127	10127	10127
10197	10197	10197
10192	10192	10192
10267	10267	10267
10162	10162	10162
10273	10273	10273
10167	10167	10167
10067	10067	10067
10136	10136	10136
10185	10185	10185
10173	10173	10173
10159	10159	10159
10056	10056	10056
10174	10174	10174
10272	10272	10272
10222	10222	10222
10086	10086	10086
10326	10326	10326
