S1 Load	S2 Load	S3 Load
2345	2345	2345
2346	2346	2346
2342	2342	2342
2344	2344	2344
2353	2353	2353
2335	2335	2335
2331	2331	2331
2331	2331	2331
2338	2338	2338
2332	2332	2332
2334	2334	2334
2333	2333	2333
2350	2350	2350
2339	2339	2339
2359	2359	2359
2340	2340	2340
2333	2333	2333
2349	2349	2349
2347	2347	2347
2338	2338	2338
2347	2347	2347
2330	2330	2330
2354	2354	2354
2350	2350	2350
2349	2349	2349
2337	2337	2337
2341	2341	2341
2345	2345	2345
2346	2346	2346
2343	2343	2343
2333	2333	2333
2341	2341	2341
