S1 Load	S2 Load	S3 Load
10663	10663	10663
10470	10470	10470
10590	10590	10590
10579	10579	10579
10514	10514	10514
10519	10519	10519
10572	10572	10572
10391	10391	10391
10592	10592	10592
10543	10543	10543
10622	10622	10622
10604	10604	10604
10657	10657	10657
10532	10532	10532
10532	10532	10532
10601	10601	10601
10594	10594	10594
10510	10510	10510
10536	10536	10536
10564	10564	10564
10400	10400	10400
10550	10550	10550
10702	10702	10702
10687	10687	10687
10512	10512	10512
10525	10525	10525
10480	10480	10480
10658	10658	10658
10497	10497	10497
10358	10358	10358
10630	10630	10630
10768	10768	10768
