S1 Load	S2 Load	S3 Load
10406	10406	10406
10433	10433	10433
10460	10460	10460
10561	10561	10561
10391	10391	10391
10527	10527	10527
10448	10448	10448
10445	10445	10445
10397	10397	10397
10391	10391	10391
10539	10539	10539
10411	10411	10411
10511	10511	10511
10396	10396	10396
10502	10502	10502
10530	10530	10530
10396	10396	10396
10453	10453	10453
10527	10527	10527
10528	10528	10528
10470	10470	10470
10422	10422	10422
10534	10534	10534
10421	10421	10421
10420	10420	10420
10497	10497	10497
10451	10451	10451
10372	10372	10372
10455	10455	10455
10412	10412	10412
10572	10572	10572
10392	10392	10392
