S1 Load	S2 Load	S3 Load
2604	2604	2604
2596	2596	2596
2587	2587	2587
2624	2624	2624
2582	2582	2582
2590	2590	2590
2628	2628	2628
2594	2594	2594
2601	2601	2601
2598	2598	2598
2611	2611	2611
2623	2623	2623
2595	2595	2595
2612	2612	2612
2592	2592	2592
2635	2635	2635
2607	2607	2607
2602	2602	2602
2605	2605	2605
2642	2642	2642
2584	2584	2584
2594	2594	2594
2608	2608	2608
2600	2600	2600
2571	2571	2571
2591	2591	2591
2611	2611	2611
2598	2598	2598
2650	2650	2650
2580	2580	2580
2551	2551	2551
2602	2602	2602
