S1 Load	S2 Load	S3 Load
10409	10409	10409
10455	10455	10455
10301	10301	10301
10295	10295	10295
10423	10423	10423
10486	10486	10486
10460	10460	10460
10417	10417	10417
10271	10271	10271
10406	10406	10406
10390	10390	10390
10327	10327	10327
10422	10422	10422
10416	10416	10416
10434	10434	10434
10505	10505	10505
10277	10277	10277
10367	10367	10367
10468	10468	10468
10378	10378	10378
10420	10420	10420
10233	10233	10233
10389	10389	10389
10281	10281	10281
10347	10347	10347
10277	10277	10277
10366	10366	10366
10195	10195	10195
10395	10395	10395
10486	10486	10486
10277	10277	10277
10384	10384	10384
