S1 Load	S2 Load	S3 Load
10056	10056	10056
10025	10025	10025
9982	9982	9982
10079	10079	10079
10088	10088	10088
10018	10018	10018
10057	10057	10057
10009	10009	10009
9944	9944	9944
10112	10112	10112
10058	10058	10058
10130	10130	10130
9959	9959	9959
9921	9921	9921
10056	10056	10056
10007	10007	10007
10204	10204	10204
10029	10029	10029
10035	10035	10035
10027	10027	10027
10078	10078	10078
10122	10122	10122
10161	10161	10161
10073	10073	10073
10211	10211	10211
10064	10064	10064
9986	9986	9986
10030	10030	10030
9954	9954	9954
10098	10098	10098
10066	10066	10066
10150	10150	10150
