S1 Load	S2 Load	S3 Load
6809	6809	6809
6842	6842	6842
6828	6828	6828
6664	6664	6664
6739	6739	6739
6798	6798	6798
6817	6817	6817
6815	6815	6815
6750	6750	6750
6873	6873	6873
6851	6851	6851
6779	6779	6779
6783	6783	6783
6718	6718	6718
6835	6835	6835
6763	6763	6763
6703	6703	6703
6842	6842	6842
6690	6690	6690
6808	6808	6808
6733	6733	6733
6868	6868	6868
6871	6871	6871
6830	6830	6830
6639	6639	6639
6765	6765	6765
6770	6770	6770
6870	6870	6870
6841	6841	6841
6825	6825	6825
6753	6753	6753
6819	6819	6819
