S1 Load	S2 Load	S3 Load
9773	9773	9773
9736	9736	9736
9896	9896	9896
9815	9815	9815
9921	9921	9921
9890	9890	9890
9861	9861	9861
9796	9796	9796
9738	9738	9738
9791	9791	9791
9907	9907	9907
9791	9791	9791
9743	9743	9743
9810	9810	9810
9593	9593	9593
9801	9801	9801
9753	9753	9753
9997	9997	9997
9789	9789	9789
9740	9740	9740
9872	9872	9872
9858	9858	9858
9858	9858	9858
9759	9759	9759
9741	9741	9741
9672	9672	9672
9886	9886	9886
9897	9897	9897
9879	9879	9879
9703	9703	9703
9876	9876	9876
9856	9856	9856
