S1 Load	S2 Load	S3 Load
5488	5488	5488
5519	5519	5519
5485	5485	5485
5482	5482	5482
5512	5512	5512
5466	5466	5466
5463	5463	5463
5523	5523	5523
5392	5392	5392
5598	5598	5598
5510	5510	5510
5551	5551	5551
5475	5475	5475
5461	5461	5461
5469	5469	5469
5442	5442	5442
5536	5536	5536
5439	5439	5439
5454	5454	5454
5469	5469	5469
5482	5482	5482
5531	5531	5531
5513	5513	5513
5451	5451	5451
5468	5468	5468
5433	5433	5433
5563	5563	5563
5505	5505	5505
5598	5598	5598
5458	5458	5458
5495	5495	5495
5446	5446	5446
5520	5520	5520
5565	5565	5565
5475	5475	5475
5596	5596	5596
5493	5493	5493
5439	5439	5439
5476	5476	5476
5502	5502	5502
5501	5501	5501
5525	5525	5525
5371	5371	5371
5544	5544	5544
5610	5610	5610
5489	5489	5489
5437	5437	5437
5468	5468	5468
5460	5460	5460
5500	5500	5500
5534	5534	5534
5433	5433	5433
5492	5492	5492
5507	5507	5507
5494	5494	5494
5494	5494	5494
5594	5594	5594
5502	5502	5502
5527	5527	5527
5525	5525	5525
5490	5490	5490
5528	5528	5528
5387	5387	5387
5413	5413	5413
