S1 Load	S2 Load	S3 Load
10456	10456	10456
10377	10377	10377
10275	10275	10275
10380	10380	10380
10344	10344	10344
10422	10422	10422
10347	10347	10347
10378	10378	10378
10319	10319	10319
10481	10481	10481
10407	10407	10407
10422	10422	10422
10299	10299	10299
10254	10254	10254
10401	10401	10401
10276	10276	10276
10458	10458	10458
10258	10258	10258
10278	10278	10278
10232	10232	10232
10381	10381	10381
10226	10226	10226
10319	10319	10319
10450	10450	10450
10354	10354	10354
10362	10362	10362
10469	10469	10469
10380	10380	10380
10385	10385	10385
10344	10344	10344
10319	10319	10319
10307	10307	10307
