Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,59,0.007634,62799,58,0.009438,556932,0,522,0,0,
1,79,0.006233,84092,79,0.00624,758570,0,711,0,0,
2,67,0.009547,71307,68,0.005442,652936,0,612,0,0,
3,91,0.00467,96849,90,0.006323,864160,0,810,0,0,
4,93,0.004943,98990,93,0.005523,892978,0,837,0,0,
5,132,0.003714,140508,132,0.004047,1267474,0,1188,0,0,
6,160,0.002939,170307,160,0.003282,1536322,0,1440,0,0,
7,93,0.005321,98986,94,0.005354,902594,0,846,0,0,
8,133,0.003782,141572,133,0.003712,1277084,0,1197,0,0,
9,115,0.004552,122419,114,0.00414,1094610,0,1026,0,0,
10,165,0.002932,175632,166,0.003084,1593948,0,1494,0,0,
11,103,0.004743,109633,102,0.005005,979434,0,918,0,0,
12,139,0.003507,147942,140,0.003604,1344268,0,1260,0,0,
13,131,0.004241,139436,130,0.003416,1247249,1,1169,0,0,
14,182,0.002734,193718,182,0.002735,1747574,0,1638,0,0,
15,148,0.002866,157536,148,0.003851,1420081,1,1331,0,0,
16,123,0.003523,130910,124,0.00457,1190658,0,1116,0,0,
17,139,0.003328,147945,138,0.003848,1325050,0,1242,0,0,
18,111,0.003316,118139,112,0.005602,1074375,1,1007,0,0,
19,130,0.003925,138380,129,0.003796,1238646,0,1161,0,0,
20,178,0.002773,189450,179,0.002803,1718690,0,1611,0,0,
21,164,0.003026,174547,164,0.003041,1574710,0,1476,0,0,
22,171,0.002858,182007,171,0.002924,1641926,0,1539,0,0,
23,162,0.003047,172436,161,0.003139,1545880,0,1449,0,0,
24,165,0.002684,175633,165,0.003378,1584338,0,1485,0,0,
25,164,0.00303,174558,164,0.003047,1574704,0,1476,0,0,
26,143,0.003134,152214,143,0.003805,1373058,0,1287,0,0,
27,142,0.003,151136,142,0.004042,1363416,0,1278,0,0,
28,146,0.00316,155397,147,0.003582,1411498,0,1323,0,0,
29,181,0.002714,192645,181,0.002828,1737928,0,1629,0,0,
30,170,0.002701,180960,170,0.003148,1632374,0,1530,0,0,
31,142,0.003556,151149,142,0.003276,1363456,0,1278,0,0,
32,135,0.003996,143690,135,0.003585,1296302,0,1215,0,0,
33,150,0.003021,159649,150,0.003165,1440310,0,1350,0,0,
34,145,0.003872,154334,145,0.003469,1392326,0,1305,0,0,
35,146,0.003122,155405,146,0.003675,1401878,0,1314,0,0,
36,155,0.002931,164979,154,0.003541,1478728,0,1386,0,0,
37,157,0.003142,167121,158,0.003177,1517094,0,1422,0,0,
38,137,0.00334,145817,136,0.003913,1305884,0,1224,0,0,
39,149,0.003237,158598,149,0.003472,1430688,0,1341,0,0,
40,149,0.003528,158602,150,0.003158,1440270,0,1350,0,0,
41,155,0.00317,164977,154,0.003267,1478704,0,1386,0,0,
42,102,0.004117,108581,103,0.005552,989000,0,927,0,0,
43,146,0.003243,155398,146,0.00363,1401838,0,1314,0,0,
44,161,0.00282,171366,161,0.003325,1544887,1,1448,0,0,
45,134,0.003603,142624,133,0.003877,1277080,0,1197,0,0,
46,108,0.005575,114958,109,0.003542,1045569,1,980,0,0,
47,139,0.003614,147931,138,0.003653,1325038,0,1242,0,0,
48,117,0.003819,124541,118,0.004492,1132990,0,1062,0,0,
49,158,0.003281,168175,158,0.003144,1517096,0,1422,0,0,
50,130,0.00332,138367,129,0.004385,1238634,0,1161,0,0,
51,105,0.00566,111742,106,0.003825,1017820,0,954,0,0,
52,154,0.003292,163936,153,0.003194,1469098,0,1377,0,0,
53,121,0.004386,128775,121,0.00387,1161864,0,1089,0,0,
54,135,0.003545,143700,135,0.003815,1296320,0,1215,0,0,
55,147,0.003148,156468,147,0.003607,1411492,0,1323,0,0,
56,141,0.003675,150081,142,0.00341,1363480,0,1278,0,0,
57,121,0.003382,128798,120,0.004892,1152292,0,1080,0,0,
58,86,0.002924,91534,86,0.008688,825770,0,774,0,0,
59,160,0.003074,170294,161,0.003109,1545912,0,1449,0,0,
60,150,0.003326,159652,149,0.003352,1430708,0,1341,0,0,
61,129,0.004083,137308,129,0.003637,1238688,0,1161,0,0,
62,132,0.003687,140496,133,0.003832,1277072,0,1197,0,0,
63,99,0.005262,105380,99,0.003392,950612,0,891,0,0,
64,135,0.004343,143696,134,0.00409,1285669,1,1205,0,0,
65,107,0.00514,113887,107,0.004222,1027426,0,963,0,0,
66,154,0.002995,163913,154,0.003391,1478716,0,1386,0,0,
67,151,0.003019,160719,151,0.003631,1448815,1,1358,0,0,
68,161,0.002801,171358,162,0.003365,1555534,0,1458,0,0,
69,131,0.003424,139431,131,0.004215,1257838,0,1179,0,0,
70,135,0.003652,143692,134,0.003753,1286666,0,1206,0,0,
71,129,0.00364,137306,129,0.004061,1238616,0,1161,0,0,
72,128,0.003996,136233,129,0.003789,1237611,1,1160,0,0,
73,162,0.002794,172431,161,0.003374,1545890,0,1449,0,0,
74,134,0.003793,142622,135,0.003601,1295227,1,1214,0,0,
