Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,47,0.012343,50023,46,0.008679,441708,0,414,0,0,
1,93,0.005545,98997,93,0.005336,893002,0,837,0,0,
2,76,0.006259,80882,76,0.006935,729740,0,684,0,0,
3,88,0.005349,93662,89,0.005902,854566,0,801,0,0,
4,121,0.003774,128792,120,0.004442,1152226,0,1080,0,0,
5,145,0.003362,154348,146,0.003541,1401908,0,1314,0,0,
6,137,0.003265,145825,137,0.003985,1315500,0,1233,0,0,
7,92,0.006318,97925,92,0.004549,883364,0,828,0,0,
8,130,0.003977,138373,129,0.003707,1238684,0,1161,0,0,
9,115,0.004027,122415,116,0.0043,1113814,0,1044,0,0,
10,123,0.003871,130926,123,0.004486,1181064,0,1107,0,0,
11,148,0.003384,157537,148,0.003366,1421114,0,1332,0,0,
12,145,0.003379,154331,144,0.003522,1381633,1,1295,0,0,
13,147,0.002953,156460,147,0.003816,1411544,0,1323,0,0,
14,133,0.003288,141566,133,0.004189,1277060,0,1197,0,0,
15,129,0.00307,137312,129,0.004648,1237631,1,1160,0,0,
16,161,0.002891,171354,162,0.003288,1555532,0,1458,0,0,
17,134,0.002922,142627,134,0.004534,1285601,1,1205,0,0,
18,151,0.003365,160714,150,0.003247,1440280,0,1350,0,0,
19,155,0.003289,164984,155,0.00314,1488296,0,1395,0,0,
20,136,0.003801,144750,136,0.003507,1305836,0,1224,0,0,
21,148,0.003341,157517,149,0.003381,1430688,0,1341,0,0,
22,132,0.00341,140496,131,0.004161,1257852,0,1179,0,0,
23,148,0.003281,157532,148,0.003451,1421024,0,1332,0,0,
24,97,0.005711,103253,97,0.004498,931392,0,873,0,0,
25,164,0.003106,174563,165,0.002998,1584330,0,1485,0,0,
26,147,0.00326,156466,147,0.003499,1411484,0,1323,0,0,
27,148,0.003154,157534,147,0.003607,1411454,0,1323,0,0,
28,139,0.003133,147946,140,0.003616,1344238,0,1260,0,0,
29,142,0.003838,151138,142,0.003323,1363458,0,1278,0,0,
30,135,0.003603,143682,134,0.00406,1286660,0,1206,0,0,
31,133,0.003209,141573,134,0.003857,1286702,0,1206,0,0,
32,150,0.003578,159670,150,0.003401,1440272,0,1350,0,0,
33,122,0.004532,129854,121,0.003686,1161870,0,1089,0,0,
34,159,0.003405,169231,159,0.002851,1526718,0,1431,0,0,
35,77,0.00917,81952,77,0.003807,739368,0,693,0,0,
36,153,0.003345,162854,153,0.003163,1469130,0,1377,0,0,
37,151,0.0032,160721,152,0.003381,1459504,0,1368,0,0,
38,142,0.00401,151147,141,0.003011,1353888,0,1269,0,0,
39,113,0.004418,120285,114,0.004286,1094614,0,1026,0,0,
40,104,0.004523,110695,103,0.00522,989028,0,927,0,0,
