Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,78,0.006818,83021,78,0.005969,83908,0,78,0,0
1,114,0.004605,121346,114,0.004144,122652,0,114,0,0
2,113,0.004807,120276,113,0.004034,121574,0,113,0,0
3,122,0.004308,129859,122,0.003828,131254,0,122,0,0
4,128,0.004054,136243,127,0.003825,136632,0,127,0,0
5,141,0.004052,150079,142,0.002953,152764,0,142,0,0
6,149,0.003802,158587,149,0.002944,160272,0,149,0,0
7,128,0.003366,136242,127,0.00447,136628,0,127,0,0
8,184,0.002651,195848,184,0.00277,197934,0,184,0,0
9,178,0.002944,189461,179,0.002645,192552,0,179,0,0
10,130,0.004124,138360,129,0.00358,138776,0,129,0,0
11,188,0.002836,200104,189,0.002426,203324,0,189,0,0
12,196,0.002928,208617,196,0.002193,210854,0,196,0,0
13,190,0.0029,202231,190,0.002344,204398,0,190,0,0
14,192,0.002691,204355,192,0.002483,206556,0,192,0,0
15,160,0.003512,170308,160,0.002611,172140,0,160,0,0
16,205,0.002619,218202,204,0.00236,219468,0,204,0,0
17,201,0.002456,213950,202,0.002463,217286,0,202,0,0
18,176,0.002398,187337,176,0.003273,189328,0,176,0,0
19,143,0.003487,152213,142,0.003511,152766,0,142,0,0
20,172,0.003112,183079,172,0.002687,185038,0,172,0,0
21,187,0.002679,199044,188,0.002656,202246,0,188,0,0
22,199,0.002814,211823,199,0.002184,214074,0,199,0,0
23,209,0.002408,222455,209,0.002116,224834,0,209,0,0
24,197,0.002906,209685,196,0.002438,210838,0,196,0,0
25,166,0.002752,176673,167,0.003242,179658,0,167,0,0
26,213,0.002487,226720,213,0.002173,229134,0,213,0,0
27,168,0.003094,178833,168,0.002584,180736,0,168,0,0
28,131,0.003399,139437,130,0.004592,139844,0,130,0,0
