Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,68,0.006624,72375,68,0.008021,652954,0,612,0,0,
1,102,0.004733,108572,101,0.005084,969836,0,909,0,0,
2,114,0.004081,121330,115,0.004596,1104188,0,1035,0,0,
3,109,0.003772,116015,109,0.005373,1046602,0,981,0,0,
4,132,0.003669,140511,131,0.003932,1257876,0,1179,0,0,
5,131,0.003604,139440,131,0.004026,1257862,0,1179,0,0,
6,120,0.003823,127725,121,0.004446,1161854,0,1089,0,0,
7,140,0.003238,149022,139,0.003891,1334700,0,1251,0,0,
8,141,0.003227,150092,141,0.003825,1353870,0,1269,0,0,
9,155,0.003027,164990,155,0.003398,1488318,0,1395,0,0,
10,139,0.003307,147945,140,0.003832,1344298,0,1260,0,0,
11,140,0.003294,149014,140,0.003808,1343235,1,1259,0,0,
12,157,0.00292,167107,157,0.003441,1507558,0,1413,0,0,
13,162,0.002852,172430,161,0.003298,1544851,1,1448,0,0,
14,168,0.00291,178817,169,0.003015,1622790,0,1521,0,0,
15,179,0.002553,190518,178,0.003015,1709136,0,1602,0,0,
16,145,0.003676,154331,145,0.003203,1391233,1,1304,0,0,
17,153,0.002917,162856,153,0.003579,1469072,0,1377,0,0,
18,176,0.002685,187315,176,0.002981,1689916,0,1584,0,0,
19,152,0.003286,161775,152,0.003256,1459490,0,1368,0,0,
20,162,0.002846,172434,162,0.003284,1555492,0,1458,0,0,
21,161,0.00289,171375,162,0.00327,1555490,0,1458,0,0,
22,163,0.002992,173499,162,0.003125,1555526,0,1458,0,0,
23,151,0.003157,160726,152,0.003403,1459494,0,1368,0,0,
24,163,0.002791,173497,162,0.003343,1555478,0,1458,0,0,
25,166,0.002667,176686,167,0.003313,1603486,0,1503,0,0,
26,154,0.00301,163909,153,0.003484,1469094,0,1377,0,0,
27,157,0.002863,167106,158,0.003453,1517116,0,1422,0,0,
28,152,0.003086,161798,151,0.003481,1449904,0,1359,0,0,
29,168,0.002744,178818,169,0.003176,1622732,0,1521,0,0,
30,159,0.002831,169241,158,0.003424,1517160,0,1422,0,0,
31,154,0.003011,163906,154,0.003451,1478712,0,1386,0,0,
32,158,0.002817,168170,158,0.003508,1517122,0,1422,0,0,
33,161,0.002937,171372,161,0.003227,1545918,0,1449,0,0,
34,139,0.003351,147957,139,0.003846,1334670,0,1251,0,0,
35,156,0.003109,166044,156,0.003285,1497938,0,1404,0,0,
36,146,0.003268,155400,146,0.003558,1401884,0,1314,0,0,
37,163,0.002728,173502,163,0.003367,1565092,0,1467,0,0,
38,148,0.003085,157536,149,0.003632,1430708,0,1341,0,0,
39,157,0.003109,167119,157,0.003208,1507488,0,1413,0,0,
40,141,0.003682,150072,140,0.003422,1344228,0,1260,0,0,
41,145,0.003231,154338,145,0.003643,1391255,1,1304,0,0,
42,154,0.003055,163911,154,0.003411,1478720,0,1386,0,0,
43,154,0.003088,163909,155,0.00336,1487235,1,1394,0,0,
44,155,0.002846,164985,154,0.003603,1478676,0,1386,0,0,
45,152,0.002916,161780,152,0.003647,1459470,0,1368,0,0,
46,156,0.002961,166044,157,0.003367,1506405,1,1412,0,0,
47,156,0.003047,166031,155,0.003385,1488346,0,1395,0,0,
48,165,0.002863,175632,166,0.003153,1593926,0,1494,0,0,
49,162,0.002898,172433,161,0.003267,1545942,0,1449,0,0,
50,156,0.002798,166045,157,0.003557,1507564,0,1413,0,0,
51,158,0.003017,168179,158,0.003292,1517114,0,1422,0,0,
52,162,0.003034,172436,162,0.003081,1555564,0,1458,0,0,
53,155,0.003156,164967,154,0.003314,1478692,0,1386,0,0,
54,155,0.002779,164973,156,0.003622,1497928,0,1404,0,0,
55,160,0.002909,170302,160,0.003304,1536336,0,1440,0,0,
56,147,0.003175,156466,147,0.003607,1411528,0,1323,0,0,
57,158,0.002811,168180,157,0.003519,1506481,1,1412,0,0,
58,164,0.002765,174566,164,0.003294,1574758,0,1476,0,0,
59,159,0.003018,169225,160,0.003228,1536324,0,1440,0,0,
60,175,0.002705,186267,175,0.003,1679279,1,1574,0,0,
61,161,0.002891,171358,160,0.003307,1536342,0,1440,0,0,
62,159,0.002948,169235,159,0.003301,1526676,0,1431,0,0,
63,163,0.002798,173498,163,0.003318,1565110,0,1467,0,0,
64,155,0.003077,164974,155,0.003353,1488296,0,1395,0,0,
65,160,0.002807,170292,161,0.003361,1544833,1,1448,0,0,
66,167,0.002802,177746,166,0.003212,1593946,0,1494,0,0,
67,151,0.003107,160728,152,0.003441,1458421,1,1367,0,0,
68,133,0.003491,141565,132,0.004006,1267472,0,1188,0,0,
69,160,0.002904,170309,161,0.003323,1544899,1,1448,0,0,
70,156,0.003187,166047,156,0.003192,1497924,0,1404,0,0,
71,160,0.003057,170306,160,0.003183,1535281,1,1439,0,0,
72,146,0.003129,155404,146,0.003697,1400865,1,1313,0,0,
73,156,0.003029,166040,156,0.003342,1497922,0,1404,0,0,
74,155,0.003051,164978,155,0.00337,1487305,1,1394,0,0,
75,161,0.002914,171375,160,0.003307,1536400,0,1440,0,0,
76,146,0.003384,155391,147,0.003392,1410481,1,1322,0,0,
77,149,0.003049,158606,149,0.00366,1430680,0,1341,0,0,
78,168,0.002794,178809,167,0.003163,1603518,0,1503,0,0,
79,147,0.003085,156471,148,0.003658,1421112,0,1332,0,0,
80,1,0.002424,1064,0,0,0,0,0,0,0,
,155.323943661972,,,155.323943661972,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.7,0.02,,,12164,12163,,12197,12196,,14440,14439
1.8,0.19,,,11826,11825,,11855,11855,,14188,14187
1.9,0.87,,,23990,23988,,24052,24051,,28628,28626
2,2.55,,,,,,,,,,
2.1,5.63,,,,,,,,,,
2.2,10.64,,,15709,15708,,,,,,
2.3,16.89,,,15420,15419,,,,,,
2.4,23.51,,,31129,31127,,,,,,
2.5,30.83,,,,,,,,,,
2.6,38.1,,,,,,,,,,
2.7,44.68,,,,,,,,,,
2.8,50.21,,,,,,,,,,
2.9,55.61,,,,,,,,,,
3,59.92,,,,,,,,,,
3.1,63.87,,,,,,,,,,
3.2,67.31,,,,,,,,,,
3.3,69.87,,,,,,,,,,
3.4,71.8,,,,,,,,,,
3.5,73.56,,,,,,,,,,
3.6,74.97,,,,,,,,,,
3.7,76.31,,,,,,,,,,
3.8,77.46,,,,,,,,,,
3.9,78.48,,,,,,,,,,
4,79.14,,,,,,,,,,
4.1,79.87,,,,,,,,,,
4.2,80.41,,,,,,,,,,
4.3,80.85,,,,,,,,,,
4.4,81.31,,,,,,,,,,
4.5,81.75,,,,,,,,,,
4.6,82.14,,,,,,,,,,
4.7,82.67,,,,,,,,,,
4.8,83.17,,,,,,,,,,
4.9,83.75,,,,,,,,,,
5,84.31,,,,,,,,,,
5.1,84.95,,,,,,,,,,
5.2,85.61,,,,,,,,,,
5.3,86.33,,,,,,,,,,
5.4,87.03,,,,,,,,,,
5.5,87.78,,,,,,,,,,
5.6,88.66,,,,,,,,,,
5.7,89.54,,,,,,,,,,
5.8,90.51,,,,,,,,,,
5.9,91.32,,,,,,,,,,
6,91.98,,,,,,,,,,
6.1,92.77,,,,,,,,,,
6.2,93.39,,,,,,,,,,
6.3,93.78,,,,,,,,,,
6.4,94.25,,,,,,,,,,
6.5,94.75,,,,,,,,,,
6.6,95.17,,,,,,,,,,
6.7,95.53,,,,,,,,,,
6.8,95.9,,,,,,,,,,
6.9,96.16,,,,,,,,,,
7,96.38,,,,,,,,,,
7.1,96.58,,,,,,,,,,
7.2,96.74,,,,,,,,,,
7.3,96.94,,,,,,,,,,
7.4,97.14,,,,,,,,,,
7.5,97.27,,,,,,,,,,
7.6,97.38,,,,,,,,,,
7.7,97.48,,,,,,,,,,
7.8,97.58,,,,,,,,,,
7.9,97.69,,,,,,,,,,
8,97.81,,,,,,,,,,
8.1,97.9,,,,,,,,,,
8.2,97.94,,,,,,,,,,
8.3,98,,,,,,,,,,
8.4,98.08,,,,,,,,,,
8.5,98.15,,,,,,,,,,
8.6,98.26,,,,,,,,,,
8.7,98.33,,,,,,,,,,
8.8,98.36,,,,,,,,,,
8.9,98.45,,,,,,,,,,
9,98.49,,,,,,,,,,
9.1,98.54,,,,,,,,,,
9.2,98.6,,,,,,,,,,
9.3,98.63,,,,,,,,,,
9.4,98.69,,,,,,,,,,
9.5,98.73,,,,,,,,,,
9.6,98.73,,,,,,,,,,
9.7,98.77,,,,,,,,,,
9.8,98.79,,,,,,,,,,
9.9,98.81,,,,,,,,,,
10,99.09,,,,,,,,,,
11,99.32,,,,,,,,,,
12,99.45,,,,,,,,,,
13,99.59,,,,,,,,,,
14,99.61,,,,,,,,,,
15,99.68,,,,,,,,,,
16,99.79,,,,,,,,,,
17,99.84,,,,,,,,,,
18,99.87,,,,,,,,,,
19,99.9,,,,,,,,,,
20,99.92,,,,,,,,,,
22,99.93,,,,,,,,,,
23,99.94,,,,,,,,,,
24,99.96,,,,,,,,,,
25,99.97,,,,,,,,,,
27,99.98,,,,,,,,,,
29,99.98,,,,,,,,,,
37,99.99,,,,,,,,,,
75,100,,,,,,,,,,
,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.3,0.02,,,,,,,,,,
1.4,0.32,,,,,,,,,,
1.5,1.04,,,,,,,,,,
