Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,75,0.006586,79836,74,0.006802,237326,0,222,0,0
1,127,0.003911,135174,128,0.003899,410544,0,384,0,0
2,130,0.003973,138375,129,0.003716,413778,0,387,0,0
3,129,0.003658,137310,130,0.004034,416932,0,390,0,0
4,148,0.003326,157540,148,0.003435,474674,0,444,0,0
5,163,0.002934,173494,162,0.003193,519590,0,486,0,0
6,164,0.002854,174562,165,0.00321,529202,0,495,0,0
7,169,0.00292,179881,169,0.00297,542054,0,507,0,0
8,193,0.002614,205427,193,0.002522,619022,0,579,0,0
9,161,0.003055,171377,160,0.003148,513172,0,480,0,0
10,189,0.002602,201168,189,0.0027,606196,0,567,0,0
11,183,0.002608,194789,184,0.002816,590142,0,552,0,0
12,180,0.002867,191585,179,0.002688,574122,0,537,0,0
13,190,0.002655,202243,190,0.002591,609380,0,570,0,0
14,193,0.002651,205418,193,0.002508,618996,0,579,0,0
15,172,0.002984,183059,172,0.002804,551694,0,516,0,0
16,196,0.002435,208631,196,0.002646,628622,0,588,0,0
17,196,0.002533,208605,196,0.002535,628656,0,588,0,0
18,188,0.002731,200103,189,0.002557,606198,0,567,0,0
19,193,0.002636,205437,193,0.002525,619018,0,579,0,0
20,174,0.002696,185202,174,0.003033,558096,0,522,0,0
21,185,0.002727,196908,185,0.002655,593356,0,555,0,0
22,179,0.002859,190517,179,0.002677,573039,1,536,0,0
23,198,0.002524,210743,198,0.002522,635086,0,594,0,0
24,192,0.002608,204362,191,0.002565,612598,0,573,0,0
25,181,0.00284,192647,182,0.002664,583746,0,546,0,0
26,190,0.002492,202224,189,0.002753,606192,0,567,0,0
27,166,0.002931,176677,167,0.003037,534583,1,500,0,0
28,189,0.002651,201167,188,0.002652,602970,0,564,0,0
29,190,0.002631,202226,191,0.0026,612606,0,573,0,0
30,187,0.002623,199036,186,0.00272,596552,0,558,0,0
31,187,0.002714,199043,188,0.002588,602932,0,564,0,0
32,147,0.002969,156458,146,0.003848,468276,0,438,0,0
33,187,0.002667,199039,187,0.002648,599758,0,561,0,0
34,188,0.002691,200110,188,0.002544,602952,0,564,0,0
35,181,0.002811,192659,181,0.002771,580504,0,543,0,0
36,183,0.002738,194797,183,0.002703,586956,0,549,0,0
37,170,0.002871,180953,170,0.002981,545206,0,510,0,0
38,193,0.00268,205425,193,0.002483,619020,0,579,0,0
39,193,0.002545,205423,193,0.002601,619032,0,579,0,0
40,192,0.002564,204372,192,0.002627,615796,0,576,0,0
41,185,0.002738,196907,186,0.002635,596562,0,558,0,0
42,185,0.002669,196906,184,0.002725,590156,0,552,0,0
43,192,0.002516,204359,192,0.002671,615798,0,576,0,0
44,164,0.002956,174565,164,0.003119,525964,0,492,0,0
45,191,0.002631,203296,192,0.002572,615778,0,576,0,0
46,193,0.002605,205442,193,0.002551,619030,0,579,0,0
47,197,0.002595,209683,197,0.002463,631828,0,591,0,0
48,182,0.002825,193727,182,0.002643,583740,0,546,0,0
49,179,0.002835,190522,179,0.002731,574116,0,537,0,0
50,183,0.002744,194790,182,0.002705,583758,0,546,0,0
51,193,0.002725,205424,194,0.002428,622230,0,582,0,0
52,182,0.00273,193735,182,0.002745,583710,0,546,0,0
53,179,0.002837,190531,178,0.002734,570900,0,534,0,0
54,185,0.00273,196912,185,0.002654,593380,0,555,0,0
55,194,0.002487,206499,194,0.002623,622230,0,582,0,0
56,191,0.002704,203303,191,0.002537,612558,0,573,0,0
57,192,0.00267,204368,192,0.002513,615832,0,576,0,0
58,187,0.002585,199040,188,0.002727,602968,0,564,0,0
59,196,0.002615,208623,196,0.00247,628648,0,588,0,0
60,190,0.002691,202230,189,0.002561,606160,0,567,0,0
61,184,0.002755,195867,185,0.002643,593376,0,555,0,0
62,187,0.002609,199031,186,0.002732,596560,0,558,0,0
63,186,0.002702,197985,187,0.00264,599786,0,561,0,0
64,201,0.002457,213935,200,0.002504,641470,0,600,0,0
65,184,0.002777,195837,184,0.002644,590150,0,552,0,0
66,155,0.002659,164979,156,0.003739,500334,0,468,0,0
67,190,0.002678,202245,190,0.002566,609388,0,570,0,0
68,186,0.002651,197991,185,0.002699,593334,0,555,0,0
69,182,0.002726,193724,183,0.002735,586952,0,549,0,0
70,194,0.002469,206495,193,0.002654,619020,0,579,0,0
71,184,0.002625,195844,185,0.002781,593352,0,555,0,0
72,179,0.002798,190529,178,0.002809,570888,0,534,0,0
73,182,0.002751,193704,183,0.002701,586938,0,549,0,0
74,188,0.002717,200109,187,0.002603,599796,0,561,0,0
75,189,0.002735,201174,189,0.002538,606176,0,567,0,0
76,179,0.002744,190538,180,0.002783,577312,0,540,0,0
77,186,0.002684,197979,185,0.002688,593372,0,555,0,0
78,182,0.002807,193717,183,0.002658,585891,1,548,0,0
79,190,0.002647,202228,190,0.002601,609412,0,570,0,0
80,1,0.001707,1064,0,0,0,0,0,0,0
,184.408450704225,,,184.394366197183,,,,,,
Full-Test GET Latency,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,
1.3,0.08,,,14440,14439,,,,,
1.4,0.65,,,,,,,,,
1.5,3.39,,,,,,,,,
1.6,8.46,,,,,,,,,
1.7,16.42,,,,,,,,,
1.8,25.29,,,,,,,,,
1.9,34.89,,,,,,,,,
2,43.01,,,,,,,,,
2.1,50.46,,,,,,,,,
2.2,56.04,,,,,,,,,
2.3,61.26,,,,,,,,,
2.4,65.23,,,,,,,,,
2.5,68.68,,,,,,,,,
