Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,62,0.006746,65992,61,0.009428,585736,0,549,0,0,
1,85,0.005021,90478,85,0.006726,816196,0,765,0,0,
2,113,0.003822,120265,113,0.005032,1084994,0,1017,0,0,
3,116,0.003944,123463,117,0.004591,1123422,0,1053,0,0,
4,117,0.003902,124539,117,0.004611,1123438,0,1053,0,0,
5,137,0.003336,145832,137,0.003932,1315486,0,1233,0,0,
6,135,0.00361,143690,135,0.003786,1296280,0,1215,0,0,
7,131,0.003537,139440,131,0.004071,1256815,1,1178,0,0,
8,125,0.0036,133065,124,0.004391,1189583,1,1115,0,0,
9,141,0.003194,150080,141,0.003851,1353906,0,1269,0,0,
10,148,0.00291,157540,148,0.003817,1421118,0,1332,0,0,
11,142,0.00313,151133,142,0.003873,1362433,1,1277,0,0,
12,148,0.00309,157527,148,0.003657,1421138,0,1332,0,0,
13,135,0.003428,143697,136,0.003925,1304815,1,1223,0,0,
14,145,0.003198,154340,145,0.003658,1391271,1,1304,0,0,
15,153,0.002962,162838,153,0.003547,1468051,1,1376,0,0,
16,148,0.003141,157528,148,0.00359,1420033,1,1331,0,0,
17,148,0.003115,157525,148,0.003612,1421080,0,1332,0,0,
18,157,0.002986,167111,157,0.003366,1507494,0,1413,0,0,
19,148,0.003006,157514,148,0.003721,1421056,0,1332,0,0,
20,149,0.003044,158583,149,0.003638,1430684,0,1341,0,0,
21,148,0.003156,157532,147,0.003593,1410423,1,1322,0,0,
22,144,0.003289,153280,144,0.003631,1382644,0,1296,0,0,
23,151,0.003044,160730,151,0.003533,1449912,0,1359,0,0,
24,141,0.003314,150079,142,0.003747,1363458,0,1278,0,0,
25,152,0.003153,161796,151,0.003393,1449872,0,1359,0,0,
26,127,0.003677,135170,128,0.004178,1229010,0,1152,0,0,
27,151,0.002848,160714,150,0.003762,1440294,0,1350,0,0,
28,149,0.00317,158589,149,0.003514,1430660,0,1341,0,0,
29,156,0.002922,166050,156,0.00347,1495840,2,1402,0,0,
30,149,0.002899,158603,149,0.003781,1430656,0,1341,0,0,
31,140,0.003033,149012,140,0.004091,1344310,0,1260,0,0,
32,134,0.003397,142631,134,0.004043,1285655,1,1205,0,0,
33,153,0.002963,162842,153,0.003549,1469090,0,1377,0,0,
34,147,0.003126,156462,148,0.003625,1421124,0,1332,0,0,
35,148,0.003096,157538,147,0.003641,1411482,0,1323,0,0,
36,149,0.0031,158596,149,0.003588,1430708,0,1341,0,0,
37,145,0.003125,154340,146,0.00373,1401894,0,1314,0,0,
38,145,0.003325,154332,144,0.003562,1382680,0,1296,0,0,
39,152,0.002953,161794,152,0.003585,1459488,0,1368,0,0,
40,153,0.003061,162860,154,0.003449,1476606,2,1384,0,0,
