Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,64,0.006475,68127,64,0.009097,205256,0,192,0,0
1,108,0.004496,114954,107,0.004727,343196,0,321,0,0
2,119,0.004065,126661,119,0.004346,381686,0,357,0,0
3,128,0.003985,136250,128,0.003826,410538,0,384,0,0
4,130,0.003705,138376,130,0.003947,416920,0,390,0,0
5,142,0.003693,151144,143,0.003325,458654,0,429,0,0
6,147,0.003378,156464,147,0.003408,471472,0,441,0,0
7,155,0.003218,164983,155,0.003215,497136,0,465,0,0
8,170,0.00303,180943,169,0.00284,542064,0,507,0,0
9,177,0.002783,188402,177,0.002828,567696,0,531,0,0
10,169,0.002948,179888,169,0.002965,542042,0,507,0,0
11,168,0.002947,178818,168,0.002989,538842,0,504,0,0
12,171,0.002841,182020,172,0.002978,551664,0,516,0,0
13,164,0.002913,174552,163,0.003176,522796,0,489,0,0
14,166,0.002834,176696,166,0.003176,532396,0,498,0,0
15,155,0.003121,164977,155,0.00331,497134,0,465,0,0
16,161,0.003005,171347,161,0.003178,516396,0,483,0,0
17,173,0.002794,184149,174,0.002951,558066,0,522,0,0
18,171,0.002759,182004,170,0.003073,545274,0,510,0,0
19,164,0.002763,174554,165,0.003283,529204,0,495,0,0
20,165,0.002989,175624,164,0.003075,526016,0,492,0,0
21,163,0.003007,173499,163,0.003121,522800,0,489,0,0
22,172,0.002908,183076,173,0.002866,554886,0,519,0,0
23,175,0.002737,186264,174,0.002965,558070,0,522,0,0
24,168,0.002738,178815,168,0.003211,536716,2,502,0,0
25,178,0.002749,189443,179,0.002828,574126,0,537,0,0
26,164,0.002925,174568,164,0.003158,526018,0,492,0,0
27,154,0.003102,163912,153,0.003332,490724,0,459,0,0
28,163,0.00279,173489,163,0.003369,521737,1,488,0,0
29,171,0.002805,181999,172,0.002993,551676,0,516,0,0
30,168,0.002859,178809,167,0.00311,534577,1,500,0,0
31,172,0.002699,183072,172,0.00306,551664,0,516,0,0
32,167,0.002807,177743,168,0.003174,538836,0,504,0,0
33,160,0.003,170303,160,0.003227,513160,0,480,0,0
34,139,0.003599,147952,138,0.003598,442592,0,414,0,0
35,158,0.003058,168166,158,0.003208,506732,0,474,0,0
36,165,0.003054,175615,166,0.003003,532416,0,498,0,0
37,168,0.002789,178816,168,0.003119,538812,0,504,0,0
38,177,0.002837,188412,176,0.00283,564478,0,528,0,0
39,168,0.003034,178821,168,0.0029,538814,0,504,0,0
40,153,0.003296,162859,154,0.003178,493928,0,462,0,0
41,170,0.002762,180953,170,0.003105,545212,0,510,0,0
42,158,0.002988,168172,158,0.003331,506764,0,474,0,0
43,160,0.003049,170298,160,0.00317,513178,0,480,0,0
44,152,0.003215,161798,152,0.003358,487536,0,456,0,0
45,168,0.002747,178814,167,0.003187,535612,0,501,0,0
46,173,0.002878,184131,174,0.002859,558072,0,522,0,0
47,176,0.002944,187333,175,0.002726,561282,0,525,0,0
48,172,0.002754,183072,172,0.003049,551646,0,516,0,0
49,155,0.003038,164983,156,0.003288,500298,0,468,0,0
50,169,0.002955,179881,169,0.003025,542030,0,507,0,0
51,180,0.002687,191605,179,0.002861,574122,0,537,0,0
52,180,0.002628,191594,180,0.002905,577306,0,540,0,0
53,176,0.002706,187332,177,0.002921,567708,0,531,0,0
54,173,0.002813,184139,173,0.002961,554860,0,519,0,0
55,170,0.002786,180954,170,0.003081,545282,0,510,0,0
56,168,0.002773,178815,168,0.003131,538832,0,504,0,0
57,184,0.002748,195855,183,0.002706,586910,0,549,0,0
58,167,0.002944,177762,168,0.003012,538852,0,504,0,0
59,177,0.0027,188398,177,0.002905,567696,0,531,0,0
60,161,0.002977,171365,161,0.003221,516382,0,483,0,0
61,176,0.002978,187342,175,0.002684,561270,0,525,0,0
62,182,0.002579,193728,182,0.002925,583716,0,546,0,0
63,162,0.00297,172432,162,0.003152,519618,0,486,0,0
64,182,0.002621,193719,182,0.002868,583722,0,546,0,0
65,181,0.002826,192657,181,0.002688,580538,0,543,0,0
66,160,0.003029,170303,161,0.003171,516360,0,483,0,0
67,176,0.002688,187347,175,0.002988,561290,0,525,0,0
68,182,0.002601,193708,183,0.002865,586948,0,549,0,0
