Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,86,0.005548,91540,86,0.005997,92514,0,86,0,0
1,147,0.00367,156467,147,0.003142,158158,0,147,0,0
2,145,0.003608,154338,144,0.003138,154924,0,144,0,0
3,172,0.002939,183076,172,0.002986,185044,0,172,0,0
4,177,0.00277,188396,178,0.002818,191486,0,178,0,0
5,184,0.002736,195841,184,0.002689,197928,0,184,0,0
6,204,0.002682,217134,203,0.002222,218386,0,203,0,0
7,200,0.002638,212886,201,0.002333,216212,0,201,0,0
8,214,0.00237,227767,213,0.002296,229144,0,213,0,0
9,214,0.002537,227780,214,0.00212,230226,0,214,0,0
10,217,0.00238,230958,218,0.002193,234516,0,218,0,0
11,220,0.002339,234167,220,0.002196,236674,0,220,0,0
12,227,0.002258,241615,226,0.002137,243140,0,226,0,0
13,216,0.002397,229907,217,0.002203,233454,0,217,0,0
14,224,0.002441,238439,224,0.002005,240950,0,224,0,0
15,200,0.002631,212883,199,0.00236,214080,0,199,0,0
16,214,0.002409,227783,215,0.002191,231296,0,215,0,0
17,215,0.002528,228849,214,0.002162,230218,0,214,0,0
18,205,0.002343,218208,205,0.002513,220526,0,205,0,0
19,207,0.002514,220329,207,0.002298,222684,0,207,0,0
20,203,0.002437,216071,203,0.002478,218372,0,203,0,0
21,205,0.002646,218184,205,0.002192,220532,0,205,0,0
22,186,0.002809,197983,187,0.002559,201166,0,187,0,0
23,208,0.002521,221406,208,0.00227,223774,0,208,0,0
24,214,0.002435,227782,214,0.002218,230206,0,214,0,0
25,226,0.002296,240558,225,0.002117,242046,0,225,0,0
26,204,0.002461,217132,205,0.002416,219485,1,204,0,0
27,214,0.002419,227787,213,0.002246,229136,0,213,0,0
28,207,0.002513,220330,207,0.002301,222688,0,207,0,0
29,221,0.00247,235228,221,0.002032,237744,0,221,0,0
30,206,0.002499,219262,206,0.002328,221634,0,206,0,0
31,204,0.002852,217133,205,0.002019,219467,1,204,0,0
32,203,0.002721,216066,202,0.00221,217298,0,202,0,0
33,226,0.002408,240552,226,0.001995,243144,0,226,0,0
34,215,0.002381,228829,216,0.002249,232356,0,216,0,0
35,213,0.002387,226698,212,0.002302,228072,0,212,0,0
36,226,0.002301,240546,226,0.002094,243120,0,226,0,0
37,171,0.00348,182009,171,0.002355,183962,0,171,0,0
38,200,0.002573,212878,201,0.002393,216248,0,201,0,0
39,222,0.002411,236300,221,0.002094,237732,0,221,0,0
40,215,0.002451,228863,215,0.002169,231272,0,215,0,0
41,200,0.00265,212857,200,0.002321,215156,0,200,0,0
42,225,0.002166,239487,226,0.002259,243134,0,226,0,0
43,198,0.002528,210746,198,0.002488,213000,0,198,0,0
44,213,0.002503,226694,212,0.002203,228074,0,212,0,0
45,218,0.002471,232027,219,0.002088,235592,0,219,0,0
46,219,0.002383,233094,219,0.002165,235602,0,219,0,0
47,224,0.002428,238408,224,0.002014,240950,0,224,0,0
48,227,0.002299,241618,227,0.002089,244186,0,227,0,0
49,205,0.002603,218203,204,0.002274,219434,0,204,0,0
50,212,0.002425,225667,212,0.002278,228060,0,212,0,0
51,205,0.00241,218190,206,0.002427,221608,0,206,0,0
52,193,0.002634,205432,193,0.002529,207614,0,193,0,0
53,207,0.002595,220335,206,0.002226,221596,0,206,0,0
54,196,0.002712,208624,197,0.002373,211936,0,197,0,0
55,223,0.002358,237360,222,0.002108,238806,0,222,0,0
56,229,0.002238,243759,229,0.002114,246362,0,229,0,0
57,227,0.002308,241622,228,0.00207,245276,0,228,0,0
58,219,0.002382,233109,218,0.002178,234522,0,218,0,0
59,218,0.002376,232019,219,0.002184,235602,0,219,0,0
60,200,0.002651,212884,200,0.00232,215148,0,200,0,0
61,219,0.002451,233106,219,0.002108,235596,0,219,0,0
62,211,0.002451,224589,210,0.00227,225910,0,210,0,0
63,225,0.002337,239480,226,0.002085,243118,0,226,0,0
64,223,0.002316,237363,222,0.002164,238812,0,222,0,0
65,226,0.002289,240545,227,0.002112,244210,0,227,0,0
66,208,0.002395,221387,208,0.00239,223756,0,208,0,0
67,208,0.002515,221394,207,0.002284,222698,0,207,0,0
68,211,0.002473,224585,211,0.002237,226964,0,211,0,0
69,221,0.00253,235226,221,0.001993,237746,0,221,0,0
70,220,0.002337,234163,221,0.002175,237768,0,221,0,0
71,207,0.002549,220334,207,0.002259,222698,0,207,0,0
72,202,0.002427,215013,201,0.002515,216240,0,201,0,0
73,206,0.002603,219261,207,0.002227,222696,0,207,0,0
74,224,0.002316,238414,224,0.002133,240976,0,224,0,0
75,208,0.00258,221403,207,0.002217,222682,0,207,0,0
76,225,0.002357,239490,226,0.002064,243118,0,226,0,0
77,194,0.00273,206491,194,0.002397,208710,0,194,0,0
78,226,0.002307,240553,225,0.002107,242046,0,225,0,0
79,212,0.002536,225656,213,0.002165,229152,0,213,0,0
80,1,0.001617,1064,0,0,0,0,0,0,0
,211.647887323944,,,211.633802816901,,,,,,
Full-Test GET Latency,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,
1.1,0.15,,,16612,16611,,,,,
1.2,1.37,,,,,,,,,
1.3,5.45,,,,,,,,,
1.4,14.22,,,,,,,,,
1.5,25.78,,,,,,,,,
1.6,37.99,,,,,,,,,
1.7,48.42,,,,,,,,,
1.8,56.82,,,,,,,,,
1.9,63.49,,,,,,,,,
2,68.74,,,,,,,,,
2.1,72.57,,,,,,,,,
2.2,75.79,,,,,,,,,
2.3,78.21,,,,,,,,,
2.4,79.99,,,,,,,,,
2.5,81.49,,,,,,,,,
2.6,82.62,,,,,,,,,
2.7,83.58,,,,,,,,,
2.8,84.36,,,,,,,,,
2.9,85.05,,,,,,,,,
3,85.55,,,,,,,,,
3.1,86.02,,,,,,,,,
3.2,86.38,,,,,,,,,
3.3,86.71,,,,,,,,,
3.4,87,,,,,,,,,
3.5,87.31,,,,,,,,,
3.6,87.53,,,,,,,,,
3.7,87.86,,,,,,,,,
3.8,88.14,,,,,,,,,
3.9,88.51,,,,,,,,,
4,89,,,,,,,,,
4.1,89.37,,,,,,,,,
4.2,89.77,,,,,,,,,
4.3,90.38,,,,,,,,,
4.4,91.04,,,,,,,,,
4.5,91.78,,,,,,,,,
4.6,92.49,,,,,,,,,
4.7,93.09,,,,,,,,,
4.8,93.68,,,,,,,,,
4.9,94.24,,,,,,,,,
5,94.75,,,,,,,,,
5.1,95.31,,,,,,,,,
5.2,95.79,,,,,,,,,
5.3,96.17,,,,,,,,,
5.4,96.5,,,,,,,,,
5.5,96.8,,,,,,,,,
5.6,97.1,,,,,,,,,
5.7,97.27,,,,,,,,,
5.8,97.47,,,,,,,,,
5.9,97.6,,,,,,,,,
6,97.77,,,,,,,,,
6.1,97.85,,,,,,,,,
6.2,97.98,,,,,,,,,
6.3,98.1,,,,,,,,,
6.4,98.2,,,,,,,,,
6.5,98.28,,,,,,,,,
6.6,98.33,,,,,,,,,
6.7,98.39,,,,,,,,,
6.8,98.45,,,,,,,,,
6.9,98.52,,,,,,,,,
7,98.55,,,,,,,,,
7.1,98.58,,,,,,,,,
7.2,98.62,,,,,,,,,
7.3,98.66,,,,,,,,,
7.4,98.69,,,,,,,,,
7.5,98.74,,,,,,,,,
7.6,98.77,,,,,,,,,
7.7,98.84,,,,,,,,,
7.8,98.87,,,,,,,,,
7.9,98.9,,,,,,,,,
8,98.91,,,,,,,,,
8.1,98.95,,,,,,,,,
8.2,98.97,,,,,,,,,
8.3,99.02,,,,,,,,,
8.4,99.07,,,,,,,,,
8.5,99.08,,,,,,,,,
8.6,99.1,,,,,,,,,
8.7,99.15,,,,,,,,,
8.8,99.19,,,,,,,,,
8.9,99.22,,,,,,,,,
9,99.26,,,,,,,,,
9.1,99.3,,,,,,,,,
9.2,99.31,,,,,,,,,
9.3,99.33,,,,,,,,,
9.4,99.34,,,,,,,,,
