Clients	Avg	Std Dev
2	0.0290133434325	0.00372283799883
8	0.155879846826	0.0167726457608
16	0.3489180516	0.0388128665591
24	0.608319133447	0.0394905222277
32	0.788607000346	0.114019129279
40	1.12956012671	0.13794345237
48	1.51642985811	0.0385628980608
56	2.06360945708	0.199622333343
64	2.21637485121	0.178648889204
