Clients	Avg	Std Dev
2	0.058026686865	0.00744567599766
8	0.311759693653	0.0335452915216
16	0.697836103201	0.0776257331182
24	1.21663826689	0.0789810444554
32	1.57721400069	0.228038258558
40	2.25912025342	0.27588690474
48	3.03285971622	0.0771257961215
56	4.12721891415	0.399244666686
64	4.43274970242	0.357297778408
