S1 Load	S2 Load	S3 Load
5506	5506	5506
5350	5350	5350
5379	5379	5379
5406	5406	5406
5307	5307	5307
5273	5273	5273
5440	5440	5440
5380	5380	5380
5350	5350	5350
5342	5342	5342
5473	5473	5473
5373	5373	5373
5423	5423	5423
5424	5424	5424
5315	5315	5315
5370	5370	5370
5541	5541	5541
5271	5271	5271
5397	5397	5397
5314	5314	5314
5458	5458	5458
5328	5328	5328
5458	5458	5458
5359	5359	5359
5370	5370	5370
5452	5452	5452
5409	5409	5409
5398	5398	5398
5351	5351	5351
5361	5361	5361
5394	5394	5394
5420	5420	5420
5388	5388	5388
5473	5473	5473
5241	5241	5241
5364	5364	5364
5327	5327	5327
5350	5350	5350
5477	5477	5477
5431	5431	5431
5361	5361	5361
5416	5416	5416
5351	5351	5351
5325	5325	5325
5501	5501	5501
5318	5318	5318
5386	5386	5386
5345	5345	5345
5413	5413	5413
5421	5421	5421
5388	5388	5388
5362	5362	5362
5438	5438	5438
5433	5433	5433
5349	5349	5349
5371	5371	5371
5394	5394	5394
5370	5370	5370
5367	5367	5367
5396	5396	5396
5387	5387	5387
5340	5340	5340
5395	5395	5395
5316	5316	5316
