S1 Load	S2 Load	S3 Load
10659	10659	10659
10488	10488	10488
10426	10426	10426
10377	10377	10377
10541	10541	10541
10443	10443	10443
10666	10666	10666
10388	10388	10388
10584	10584	10584
10548	10548	10548
10508	10508	10508
10642	10642	10642
10522	10522	10522
10608	10608	10608
10324	10324	10324
10355	10355	10355
10502	10502	10502
10623	10623	10623
10434	10434	10434
10615	10615	10615
10381	10381	10381
10492	10492	10492
10555	10555	10555
10584	10584	10584
10466	10466	10466
10560	10560	10560
10570	10570	10570
10565	10565	10565
10370	10370	10370
10342	10342	10342
10326	10326	10326
10576	10576	10576
