S1 Load	S2 Load	S3 Load
2869	2869	2869
2864	2864	2864
2880	2880	2880
2870	2870	2870
2884	2884	2884
2868	2868	2868
2861	2861	2861
2855	2855	2855
2872	2872	2872
2858	2858	2858
2882	2882	2882
2866	2866	2866
2866	2866	2866
2867	2867	2867
2870	2870	2870
2855	2855	2855
2882	2882	2882
2864	2864	2864
2886	2886	2886
2879	2879	2879
2869	2869	2869
2887	2887	2887
2873	2873	2873
2871	2871	2871
2886	2886	2886
2880	2880	2880
2834	2834	2834
2877	2877	2877
2849	2849	2849
2859	2859	2859
2856	2856	2856
2868	2868	2868
