S1 Load	S2 Load	S3 Load
5288	5288	5288
5281	5281	5281
5340	5340	5340
5317	5317	5317
5317	5317	5317
5188	5188	5188
5324	5324	5324
5256	5256	5256
5224	5224	5224
5248	5248	5248
5274	5274	5274
5242	5242	5242
5375	5375	5375
5288	5288	5288
5357	5357	5357
5238	5238	5238
5345	5345	5345
5306	5306	5306
5321	5321	5321
5317	5317	5317
5313	5313	5313
5195	5195	5195
5340	5340	5340
5249	5249	5249
5305	5305	5305
5303	5303	5303
5335	5335	5335
5336	5336	5336
5322	5322	5322
5306	5306	5306
5260	5260	5260
5319	5319	5319
5186	5186	5186
5244	5244	5244
5339	5339	5339
5425	5425	5425
5340	5340	5340
5288	5288	5288
5332	5332	5332
5285	5285	5285
5197	5197	5197
5285	5285	5285
5270	5270	5270
5229	5229	5229
5251	5251	5251
5295	5295	5295
5223	5223	5223
5392	5392	5392
5296	5296	5296
5372	5372	5372
5301	5301	5301
5310	5310	5310
5265	5265	5265
5324	5324	5324
5339	5339	5339
5315	5315	5315
5271	5271	5271
5333	5333	5333
5276	5276	5276
5317	5317	5317
5338	5338	5338
5332	5332	5332
5292	5292	5292
5282	5282	5282
