S1 Load	S2 Load	S3 Load
5609	5609	5609
5506	5506	5506
5587	5587	5587
5449	5449	5449
5500	5500	5500
5533	5533	5533
5432	5432	5432
5439	5439	5439
5685	5685	5685
5535	5535	5535
5557	5557	5557
5598	5598	5598
5501	5501	5501
5646	5646	5646
5559	5559	5559
5479	5479	5479
5469	5469	5469
5562	5562	5562
5396	5396	5396
5431	5431	5431
5569	5569	5569
5552	5552	5552
5550	5550	5550
5564	5564	5564
5565	5565	5565
5469	5469	5469
5558	5558	5558
5655	5655	5655
5546	5546	5546
5598	5598	5598
5502	5502	5502
5444	5444	5444
5515	5515	5515
5607	5607	5607
5504	5504	5504
5520	5520	5520
5569	5569	5569
5585	5585	5585
5472	5472	5472
5565	5565	5565
5621	5621	5621
5537	5537	5537
5482	5482	5482
5519	5519	5519
5663	5663	5663
5424	5424	5424
5503	5503	5503
5442	5442	5442
5556	5556	5556
5564	5564	5564
5586	5586	5586
5515	5515	5515
5486	5486	5486
5478	5478	5478
5653	5653	5653
5491	5491	5491
5512	5512	5512
5582	5582	5582
5525	5525	5525
5385	5385	5385
5432	5432	5432
5607	5607	5607
5522	5522	5522
5515	5515	5515
