S1 Load	S2 Load	S3 Load
9918	9918	9918
9720	9720	9720
9805	9805	9805
9759	9759	9759
9678	9678	9678
9793	9793	9793
9668	9668	9668
9935	9935	9935
9719	9719	9719
9868	9868	9868
9634	9634	9634
9829	9829	9829
9769	9769	9769
9716	9716	9716
9679	9679	9679
9881	9881	9881
9832	9832	9832
9858	9858	9858
9924	9924	9924
9786	9786	9786
9879	9879	9879
9918	9918	9918
9733	9733	9733
9944	9944	9944
9753	9753	9753
9755	9755	9755
9800	9800	9800
9906	9906	9906
9861	9861	9861
9821	9821	9821
9771	9771	9771
9871	9871	9871
