S1 Load	S2 Load	S3 Load
7006	7006	7006
7054	7054	7054
6940	6940	6940
6966	6966	6966
6961	6961	6961
7072	7072	7072
7023	7023	7023
6998	6998	6998
7059	7059	7059
6952	6952	6952
6953	6953	6953
7021	7021	7021
6896	6896	6896
6904	6904	6904
6905	6905	6905
6957	6957	6957
6917	6917	6917
6978	6978	6978
6927	6927	6927
6945	6945	6945
7099	7099	7099
6912	6912	6912
7013	7013	7013
6947	6947	6947
6955	6955	6955
6959	6959	6959
6945	6945	6945
6977	6977	6977
7039	7039	7039
6947	6947	6947
6900	6900	6900
6973	6973	6973
