S1 Load	S2 Load	S3 Load
5297	5297	5297
5371	5371	5371
5397	5397	5397
5354	5354	5354
5308	5308	5308
5335	5335	5335
5306	5306	5306
5278	5278	5278
5302	5302	5302
5417	5417	5417
5281	5281	5281
5376	5376	5376
5370	5370	5370
5235	5235	5235
5263	5263	5263
5219	5219	5219
5319	5319	5319
5306	5306	5306
5269	5269	5269
5301	5301	5301
5375	5375	5375
5288	5288	5288
5456	5456	5456
5354	5354	5354
5272	5272	5272
5272	5272	5272
5314	5314	5314
5437	5437	5437
5290	5290	5290
5311	5311	5311
5368	5368	5368
5283	5283	5283
5245	5245	5245
5355	5355	5355
5322	5322	5322
5352	5352	5352
5288	5288	5288
5325	5325	5325
5299	5299	5299
5333	5333	5333
5282	5282	5282
5312	5312	5312
5247	5247	5247
5310	5310	5310
5425	5425	5425
5369	5369	5369
5407	5407	5407
5248	5248	5248
5278	5278	5278
5345	5345	5345
5360	5360	5360
5265	5265	5265
5367	5367	5367
5314	5314	5314
5304	5304	5304
5283	5283	5283
5280	5280	5280
5305	5305	5305
5234	5234	5234
5403	5403	5403
5367	5367	5367
5344	5344	5344
5254	5254	5254
5259	5259	5259
