S1 Load	S2 Load	S3 Load
9934	9934	9934
10083	10083	10083
9974	9974	9974
9938	9938	9938
10059	10059	10059
9983	9983	9983
10076	10076	10076
10039	10039	10039
10041	10041	10041
10104	10104	10104
9861	9861	9861
10041	10041	10041
9970	9970	9970
10103	10103	10103
10020	10020	10020
9958	9958	9958
9991	9991	9991
10036	10036	10036
10005	10005	10005
10143	10143	10143
10080	10080	10080
10020	10020	10020
10044	10044	10044
9969	9969	9969
10022	10022	10022
10084	10084	10084
10023	10023	10023
10032	10032	10032
9990	9990	9990
9863	9863	9863
10077	10077	10077
9979	9979	9979
