S1 Load	S2 Load	S3 Load
5183	5183	5183
5327	5327	5327
5304	5304	5304
5286	5286	5286
5275	5275	5275
5250	5250	5250
5330	5330	5330
5211	5211	5211
5224	5224	5224
5261	5261	5261
5153	5153	5153
5314	5314	5314
5233	5233	5233
5238	5238	5238
5208	5208	5208
5272	5272	5272
5188	5188	5188
5225	5225	5225
5275	5275	5275
5295	5295	5295
5334	5334	5334
5205	5205	5205
5197	5197	5197
5225	5225	5225
5224	5224	5224
5181	5181	5181
5175	5175	5175
5197	5197	5197
5289	5289	5289
5314	5314	5314
5244	5244	5244
5278	5278	5278
5261	5261	5261
5180	5180	5180
5259	5259	5259
5379	5379	5379
5324	5324	5324
5305	5305	5305
5252	5252	5252
5400	5400	5400
5314	5314	5314
5334	5334	5334
5163	5163	5163
5213	5213	5213
5260	5260	5260
5131	5131	5131
5284	5284	5284
5191	5191	5191
5291	5291	5291
5276	5276	5276
5237	5237	5237
5217	5217	5217
5376	5376	5376
5255	5255	5255
5198	5198	5198
5256	5256	5256
5233	5233	5233
5200	5200	5200
5213	5213	5213
5200	5200	5200
5241	5241	5241
5352	5352	5352
5193	5193	5193
5247	5247	5247
