S1 Load	S2 Load	S3 Load
4868	4868	4868
4953	4953	4953
4979	4979	4979
4962	4962	4962
4924	4924	4924
4971	4971	4971
4898	4898	4898
4935	4935	4935
4977	4977	4977
5001	5001	5001
4879	4879	4879
4899	4899	4899
4993	4993	4993
5065	5065	5065
4874	4874	4874
4952	4952	4952
4905	4905	4905
4984	4984	4984
4936	4936	4936
4911	4911	4911
5004	5004	5004
4971	4971	4971
5020	5020	5020
4916	4916	4916
4989	4989	4989
4892	4892	4892
4870	4870	4870
4934	4934	4934
4938	4938	4938
4942	4942	4942
4968	4968	4968
4965	4965	4965
4944	4944	4944
5014	5014	5014
5040	5040	5040
5133	5133	5133
4992	4992	4992
4970	4970	4970
4970	4970	4970
4956	4956	4956
4906	4906	4906
4970	4970	4970
4870	4870	4870
4964	4964	4964
4935	4935	4935
4951	4951	4951
4925	4925	4925
4957	4957	4957
4917	4917	4917
4906	4906	4906
4907	4907	4907
5059	5059	5059
4994	4994	4994
5028	5028	5028
4989	4989	4989
5000	5000	5000
4970	4970	4970
5020	5020	5020
4938	4938	4938
4958	4958	4958
4981	4981	4981
4996	4996	4996
5100	5100	5100
4845	4845	4845
