S1 Load	S2 Load	S3 Load
10134	10134	10134
10059	10059	10059
10101	10101	10101
10278	10278	10278
10167	10167	10167
10014	10014	10014
9954	9954	9954
9985	9985	9985
10016	10016	10016
10112	10112	10112
9953	9953	9953
10144	10144	10144
10014	10014	10014
10045	10045	10045
10179	10179	10179
9919	9919	9919
10064	10064	10064
10175	10175	10175
9898	9898	9898
10036	10036	10036
10193	10193	10193
10130	10130	10130
10003	10003	10003
10024	10024	10024
10013	10013	10013
9966	9966	9966
10083	10083	10083
9928	9928	9928
10141	10141	10141
10084	10084	10084
9939	9939	9939
10248	10248	10248
