S1 Load	S2 Load	S3 Load
2862	2862	2862
2858	2858	2858
2865	2865	2865
2808	2808	2808
2856	2856	2856
2837	2837	2837
2854	2854	2854
2854	2854	2854
2866	2866	2866
2854	2854	2854
2843	2843	2843
2859	2859	2859
2819	2819	2819
2863	2863	2863
2883	2883	2883
2854	2854	2854
2872	2872	2872
2887	2887	2887
2836	2836	2836
2878	2878	2878
2876	2876	2876
2867	2867	2867
2861	2861	2861
2833	2833	2833
2849	2849	2849
2868	2868	2868
2843	2843	2843
2862	2862	2862
2857	2857	2857
2858	2858	2858
2862	2862	2862
2875	2875	2875
