S1 Load	S2 Load	S3 Load
9716	9716	9716
9942	9942	9942
9828	9828	9828
9926	9926	9926
9999	9999	9999
9926	9926	9926
9819	9819	9819
9907	9907	9907
9891	9891	9891
9722	9722	9722
9847	9847	9847
9840	9840	9840
10040	10040	10040
9880	9880	9880
9829	9829	9829
9796	9796	9796
9834	9834	9834
9833	9833	9833
9841	9841	9841
9912	9912	9912
9874	9874	9874
9784	9784	9784
9925	9925	9925
9875	9875	9875
9866	9866	9866
9831	9831	9831
9840	9840	9840
9823	9823	9823
9967	9967	9967
9839	9839	9839
9850	9850	9850
9961	9961	9961
