S1 Load	S2 Load	S3 Load
9550	9550	9550
9554	9554	9554
9648	9648	9648
9574	9574	9574
9563	9563	9563
9585	9585	9585
9669	9669	9669
9517	9517	9517
9649	9649	9649
9598	9598	9598
9752	9752	9752
9643	9643	9643
9652	9652	9652
9663	9663	9663
9721	9721	9721
9692	9692	9692
9730	9730	9730
9553	9553	9553
9644	9644	9644
9542	9542	9542
9430	9430	9430
9557	9557	9557
9593	9593	9593
9552	9552	9552
9588	9588	9588
9627	9627	9627
9709	9709	9709
9668	9668	9668
9436	9436	9436
9679	9679	9679
9590	9590	9590
9631	9631	9631
