S1 Load	S2 Load	S3 Load
3609	3609	3609
3653	3653	3653
3570	3570	3570
3547	3547	3547
3578	3578	3578
3580	3580	3580
3618	3618	3618
3620	3620	3620
3562	3562	3562
3574	3574	3574
3646	3646	3646
3661	3661	3661
3598	3598	3598
3621	3621	3621
3630	3630	3630
3571	3571	3571
3599	3599	3599
3648	3648	3648
3606	3606	3606
3603	3603	3603
3521	3521	3521
3627	3627	3627
3550	3550	3550
3639	3639	3639
3663	3663	3663
3546	3546	3546
3531	3531	3531
3642	3642	3642
3612	3612	3612
3528	3528	3528
3574	3574	3574
3641	3641	3641
3616	3616	3616
3565	3565	3565
3590	3590	3590
3531	3531	3531
3544	3544	3544
3558	3558	3558
3551	3551	3551
3595	3595	3595
3511	3511	3511
3595	3595	3595
3631	3631	3631
3548	3548	3548
3636	3636	3636
3594	3594	3594
3590	3590	3590
3665	3665	3665
3544	3544	3544
3559	3559	3559
3596	3596	3596
3575	3575	3575
3562	3562	3562
3549	3549	3549
3536	3536	3536
3612	3612	3612
3510	3510	3510
3646	3646	3646
3601	3601	3601
3525	3525	3525
3625	3625	3625
3655	3655	3655
3544	3544	3544
3542	3542	3542
