S1 Load	S2 Load	S3 Load
10448	10448	10448
10372	10372	10372
10413	10413	10413
10572	10572	10572
10414	10414	10414
10658	10658	10658
10516	10516	10516
10561	10561	10561
10463	10463	10463
10571	10571	10571
10443	10443	10443
10507	10507	10507
10523	10523	10523
10619	10619	10619
10536	10536	10536
10625	10625	10625
10504	10504	10504
10496	10496	10496
10567	10567	10567
10427	10427	10427
10487	10487	10487
10504	10504	10504
10453	10453	10453
10433	10433	10433
10479	10479	10479
10579	10579	10579
10536	10536	10536
10491	10491	10491
10499	10499	10499
10608	10608	10608
10508	10508	10508
10412	10412	10412
