S1 Load	S2 Load	S3 Load
10841	10841	10841
10776	10776	10776
10653	10653	10653
10798	10798	10798
10632	10632	10632
10713	10713	10713
10643	10643	10643
10831	10831	10831
10786	10786	10786
10878	10878	10878
10847	10847	10847
10884	10884	10884
10696	10696	10696
10540	10540	10540
10784	10784	10784
10785	10785	10785
10767	10767	10767
10755	10755	10755
10745	10745	10745
10705	10705	10705
10698	10698	10698
10757	10757	10757
10810	10810	10810
10683	10683	10683
10758	10758	10758
10754	10754	10754
10690	10690	10690
10713	10713	10713
10731	10731	10731
10750	10750	10750
10836	10836	10836
10735	10735	10735
